id,u,p,c,d,regp,hostRaw,level,rankLabel,rank,tags,private,source,notes,profileId,officialWebsite,profileAddress,rankingEligible,entityStatus,statusLabel,statusEffectiveFrom,statusSourceUrl,statusEvidence,hostBoundaryStatus,hostOverrideSourceUrl,hostOverrideEvidence,hostOverrideNote,originalHost,preferredRank,latestRankings,admissionFactCount,latestAdmissionYear,financeFactCount,latestFinanceYear
4141012781,河南司法警官职业学院,河南省,郑州市,,河南省,郑州市,专科,,999999,[],False,教育部2026名录（CSV镜像）,,1929,https://www.hnsfjy.edu.cn,河南省郑州市郑龙新区龙子湖高校园区,True,,,,,,,,,,,,{},0,,0,
4141012793,鹤壁职业技术学院,河南省,鹤壁市,,河南省,鹤壁市,专科,,999999,[],False,教育部2026名录（CSV镜像）,,1187,https://www.hbzy.edu.cn/,河南省鹤壁市淇滨区朝歌路5号,True,,,,,,,,,,,,{},0,,0,
4141012950,焦作师范高等专科学校,河南省,焦作市,,河南省,焦作市,专科,,999999,[],False,教育部2026名录（CSV镜像）,,1921,https://www.jzsz.edu.cn/,"山阳路校区：河南省焦作市山阳路998号,学苑路校区：河南省焦作市解放区学苑路8号,丰收路校区：河南省焦作市解放区丰收路4818号",True,,,,,,,,,,,,{},0,,0,
4141013499,河南检察职业学院,河南省,郑州市,,河南省,郑州市,专科,,999999,[],False,教育部2026名录（CSV镜像）,,1930,https://www.hnjc.edu.cn/,河南省郑州市新郑龙湖镇大学园区双湖大道一号,True,,,,,,,,,,,,{},0,,0,
4141013564,河南质量工程职业学院,河南省,平顶山市,,河南省,平顶山市,专科,,999999,[],False,教育部2026名录（CSV镜像）,,1931,https://www.zlxy.edu.cn/,"校本部：河南省平顶山市姚电大道中段23号,舞钢校区：平顶山市舞钢市经济技术开发区建设路与韦河路交叉口路北",True,,,,,,,,,,,,{},0,,0,
4141013565,郑州信息科技职业学院,河南省,郑州市,,河南省,郑州市,专科,,999999,[],False,教育部2026名录（CSV镜像）,,1932,https://www.techcollege.cn/,"龙子湖校区：河南省郑州市郑东新区龙子湖北路36号,黄河路校区：河南省郑州市郑东新区黄河路124号",True,,,,,,,,,,,,{},0,,0,
4141013780,漯河医学高等专科学校,河南省,漯河市,,河南省,漯河市,专科,,999999,[],False,教育部2026名录（CSV镜像）,,890,https://www.lhmc.edu.cn/,"源汇校区：河南省漯河市源汇区大学路148号,昭陵校区：河南省漯河市召陵区中山路与新北环交叉口向南500米路东",True,,,,,,,,,,,,{},0,,0,
4141013781,南阳医学高等专科学校,河南省,南阳市,,河南省,南阳市,专科,,999999,[],False,教育部2026名录（CSV镜像）,,1502,https://www.nymc.edu.cn/,"校本部：河南省南阳市雪枫西路1106号,孔明校区：河南省南阳市卧龙区卧龙路131号",True,,,,,,,,,,,,{},0,,0,
4141013782,商丘医学高等专科学校,河南省,商丘市,,河南省,商丘市,专科,,999999,[],False,教育部2026名录（CSV镜像）,,1100,https://www.sqyx.edu.cn/,河南省商丘市城乡一体化示范区迎宾路666号,True,,,,,,,,,,,,{},0,,0,
4141013783,郑州电子信息职业技术学院,河南省,郑州市,,河南省,郑州市,专科,,999999,[],True,教育部2026名录（CSV镜像）,民办,1150,https://www.zyfb.com/,河南省郑州市中牟县大学路１号,True,,,,,,,,,,,,{},0,,0,
4141013784,信阳职业技术学院,河南省,信阳市,,河南省,信阳市,专科,,999999,[],False,教育部2026名录（CSV镜像）,,1933,https://www.xyvtc.edu.cn/,河南省信阳市羊山新区24大街48号,True,,,,,,,,,,,,{},0,,0,
4141013785,嵩山少林武术职业学院,河南省,郑州市,,河南省,郑州市,专科,,999999,[],True,教育部2026名录（CSV镜像）,民办,1943,https://www.shaolinkungfu.edu.cn/,河南省登封市嵩山路南段,True,,,,,,,,,,,,{},0,,0,
4141013786,郑州工业安全职业学院,河南省,郑州市,,河南省,郑州市,专科,,999999,[],False,教育部2026名录（CSV镜像）,,1934,http://www.zazy.cn,河南省郑州市南龙湖大学城南段（107国道和321省道交叉口）,True,,,,,,,,,,,,{},0,,0,
4141013787,永城职业学院,河南省,商丘市,,河南省,商丘市,专科,,999999,[],False,教育部2026名录（CSV镜像）,,1935,http://www.ycvc.edu.cn/,河南省永城市东城区学府路002号,True,,,,,,,,,,,,{},0,,0,
4141013788,河南经贸职业学院,河南省,郑州市,,河南省,郑州市,专科,,999999,[],False,教育部2026名录（CSV镜像）,,1936,https://www.henetc.edu.cn/,河南省郑州市金水区龙子湖北路58号,True,,,,,,,,,,,,{},0,,0,
4141013789,河南交通职业技术学院,河南省,郑州市,,河南省,郑州市,专科,,999999,[],False,教育部2026名录（CSV镜像）,,1937,https://www.hncc.edu.cn/,"南校区：河南省郑州市航海中路165号,东校区：河南省郑州市郑东新区白沙职教园区通惠路259号",True,,,,,,,,,,,,{},0,,0,
4141013790,河南农业职业学院,河南省,郑州市,,河南省,郑州市,专科,,999999,[],False,教育部2026名录（CSV镜像）,,1938,https://www.hnca.edu.cn/,"校本部：河南省郑州市中牟青年西路38号,洛阳校区：河南省洛阳市启明西路2号",True,,,,,,,,,,,,{},0,,0,
4141013791,郑州旅游职业学院,河南省,郑州市,,河南省,郑州市,专科,,999999,[],False,教育部2026名录（CSV镜像）,,1334,https://www.zztrc.edu.cn/,"主校区：河南省郑州市郑东新区金龙路188号,豫英校区：河南省郑州市管城回族区豫英路1号",True,,,,,,,,,,,,{},0,,0,
4141013792,郑州职业技术学院,河南省,郑州市,,河南省,郑州市,专科,,999999,[],False,教育部2026名录（CSV镜像）,,1939,https://www.zzyedu.cn,河南省郑州市郑上路081号,True,,,,,,,,,,,,{},0,,0,
4141013885,河南信息统计职业学院,河南省,郑州市,,河南省,郑州市,专科,,999999,[],False,教育部2026名录（CSV镜像）,,3068,http://www.hnisvc.com/,"金水校区：河南省郑州市金水区鑫苑路5号,白沙校区：郑州市郑东新区金龙路276号",True,,,,,,,,,,,,{},0,,0,
4141013889,河南林业职业学院,河南省,洛阳市,,河南省,洛阳市,专科,,999999,[],False,教育部2026名录（CSV镜像）,,3361,https://www.hnfvc.edu.cn/,"中州校区：河南省洛阳市中州东路2号,三川校区：河南省洛阳市洛常路168号,黄梅校区：河南省洛阳市黄梅路19号,建春门校区：河南省洛阳市建春门大街与复兴路交叉口向东100米",True,,,,,,,,,,,,{},0,,0,
4141013936,河南工业贸易职业学院,河南省,郑州市,,河南省,郑州市,专科,,999999,[],False,教育部2026名录（CSV镜像）,,1940,https://www.hngm.edu.cn/,"龙湖校区：河南省郑州市新郑龙湖大学城祥云路76号,优胜校区：河南省郑州市金水区优胜北路4号",True,,,,,,,,,,,,{},0,,0,
4141014062,郑州电力职业技术学院,河南省,郑州市,,河南省,郑州市,专科,,999999,[],True,教育部2026名录（CSV镜像）,民办,1944,https://www.zzdl.edu.cn/,"校本部：河南省郑州市新区商都大街东段1933号,祥符校区：河南省开封市产城融合示范区电力路1号",True,,,,,,,,,,,,{},0,,0,
4141014181,河南建筑职业技术学院,河南省,郑州市,,河南省,郑州市,专科,,999999,[],False,教育部2026名录（CSV镜像）,,2444,https://www.hnjs.edu.cn,河南省郑州市二七区工业路51号,True,,,,,,,,,,,,{},0,,0,
4141014235,郑州城市职业学院,河南省,郑州市,,河南省,郑州市,专科,,999999,[],True,教育部2026名录（CSV镜像）,民办,2454,https://www.zcu.edu.cn/,河南省郑州市新密市溱水路618号,True,,,,,,,,,,,,{},0,,0,
4141014243,安阳职业技术学院,河南省,安阳市,,河南省,安阳市,专科,,999999,[],False,教育部2026名录（CSV镜像）,,2445,https://www.ayzy.cn/,河南省安阳市文峰区平原路461号,True,,,,,,,,,,,,{},0,,0,
4141014245,新乡职业技术学院,河南省,新乡市,,河南省,新乡市,专科,,999999,[],False,教育部2026名录（CSV镜像）,,2446,https://www.xxvtc.edu.cn/,"校本部：河南省新乡经济技术开发区经三路6号,北校区：新乡市卫辉市翟阳路与和平路交叉口",True,,,,,,,,,,,,{},0,,0,
4141014251,驻马店职业技术学院,河南省,驻马店市,,河南省,驻马店市,专科,,999999,[],False,教育部2026名录（CSV镜像）,,2447,https://www.zmdvtc.edu.cn/index.htm,"南校区：河南省驻马店市置地大道西段517号,北校区：河南省驻马店市学院路和顺河路交叉口西北",True,,,,,,,,,,,,{},0,,0,
4141014300,焦作工贸职业学院,河南省,焦作市,,河南省,焦作市,专科,,999999,[],True,教育部2026名录（CSV镜像）,民办,2673,https://www.jzcit.edu.cn/,"沁阳校区：河南焦作沁阳香港街1号,山阳校区：焦作市中原路南段1216号",True,,,,,,,,,,,,{},0,,0,
4141014301,许昌陶瓷职业学院,河南省,许昌市,,河南省,许昌市,专科,,999999,[],True,教育部2026名录（CSV镜像）,民办,2675,https://www.xccvc.com/,河南省许昌市建安区永宁街002号,True,,,,,,,,,,,,{},0,,0,
4141014302,郑州理工职业学院,河南省,郑州市,,河南省,郑州市,专科,,999999,[],True,教育部2026名录（CSV镜像）,民办,2676,https://www.zzlgxy.net/,"校本部：郑州市新郑龙湖大学城南107国道西侧,开源校区：郑州市新郑市观音寺镇开源大道1号",True,,,,,,,,,,,,{},0,,0,
4141014303,郑州信息工程职业学院,河南省,郑州市,,河南省,郑州市,专科,,999999,[],True,教育部2026名录（CSV镜像）,民办,2677,https://www.zxxyedu.com/#/?t=1774344258222,"南校区：郑州市中原西路桃贾路19号,北校区：新乡市获嘉县仁爱东路88号",True,,,,,,,,,,,,{},0,,0,
4141014305,长垣烹饪职业技术学院,河南省,新乡市,,河南省,新乡市,专科,,999999,[],True,教育部2026名录（CSV镜像）,民办,2670,https://www.cyprxy.edu.cn/,河南省长垣市蒲东街道华豫大道与山海大道交叉口,True,,,,,,,,,,,,{},0,,0,
4141014306,开封文化艺术职业学院,河南省,开封市,,河南省,开封市,专科,,999999,[],False,教育部2026名录（CSV镜像）,,2674,https://www.kfwyxy.edu.cn/,开封市东京大道中段,True,,,,,,,,,,,,{},0,,0,
4141014307,河南应用技术职业学院,河南省,郑州市,,河南省,郑州市,专科,,999999,[],False,教育部2026名录（CSV镜像）,,2671,https://www.hati.edu.cn/,"郑州校区：郑州市建设西路548号,开封南院校区：开封市职教园区东京大道与第九大街交会处,开封北院校区：开封市职教园区复兴大道与第七大街交会处",True,,,,,,,,,,,,{},0,,0,
4141014308,河南艺术职业学院,河南省,郑州市,,河南省,郑州市,专科,,999999,[],False,教育部2026名录（CSV镜像）,,2672,https://www.hnys.edu.cn/,"新校区：河南省郑州市郑东新区郑开大道132号,文化路校区：河南省郑州市金水区文化路79号",True,,,,,,,,,,,,{},0,,0,
4141014348,河南机电职业学院,河南省,郑州市,,河南省,郑州市,专科,,999999,[],False,教育部2026名录（CSV镜像）,,2912,https://www.hnjd.edu.cn/,郑州南大学城（泰山路与郑新快速路交叉口西200米路南）,True,,,,,,,,,,,,{},0,,0,
4141014349,河南护理职业学院,河南省,安阳市,,河南省,安阳市,专科,,999999,[],False,教育部2026名录（CSV镜像）,,3040,https://www.hnnvc.edu.cn/,"中华路校区：河南省安阳市中华路480号,安漳路校区：河南省安阳市盘庚街67号",True,,,,,,,,,,,,{},0,,0,
4141014350,许昌电气职业学院,河南省,许昌市,,河南省,许昌市,专科,,999999,[],False,教育部2026名录（CSV镜像）,,2913,https://www.xcevc.edu.cn/,河南省许昌市魏文路与永昌大道（北环路）交叉口,True,,,,,,,,,,,,{},0,,0,
4141014351,信阳涉外职业技术学院,河南省,信阳市,,河南省,信阳市,专科,,999999,[],True,教育部2026名录（CSV镜像）,民办,3091,http://www.xyswxy.com/,河南省信阳市新县叶林大道,True,,,,,,,,,,,,{},0,,0,
4141014352,鹤壁汽车工程职业学院,河南省,鹤壁市,,河南省,鹤壁市,专科,,999999,[],True,教育部2026名录（CSV镜像）,民办,2914,https://www.hbqcxy.com/,"淇滨校区：河南省鹤壁市职教园区,朝歌校区：河南省鹤壁市淇县鹤淇大道10000号",True,,,,,,,,,,,,{},0,,0,
4141014353,南阳职业学院,河南省,南阳市,,河南省,南阳市,专科,,999999,[],True,教育部2026名录（CSV镜像）,民办,2906,http://www.nyvc.edu.cn/default.html,河南省南阳西峡白羽北路北端,True,,,,,,,,,,,,{},0,,0,
4141014380,郑州商贸旅游职业学院,河南省,郑州市,,河南省,郑州市,专科,,999999,[],True,教育部2026名录（CSV镜像）,民办,3047,http://www.zzvcct.com,"中原校区：郑州市中原区建设西路347号,新密校区：郑州市新密市未来大道1号",True,,,,,,,,,,,,{},0,,0,
4141014382,河南推拿职业学院,河南省,洛阳市,,河南省,洛阳市,专科,,999999,[],False,教育部2026名录（CSV镜像）,,2969,https://www.hltn.edu.cn/,河南省洛阳市洛龙区学府街10号,True,,,,,,,,,,,,{},0,,0,
4141014383,洛阳职业技术学院,河南省,洛阳市,,河南省,洛阳市,专科,,999999,[],False,教育部2026名录（CSV镜像）,,2931,https://www.lypt.edu.cn/,"伊滨校区：河南省洛阳市伊滨区科技大道6号,高新校区：河南省洛阳市涧西区丰华路20号,西工校区：河南省洛阳市西工区九都路9号,瀍河校区：河南省洛阳市瀍河回族区夹马营路116号,西苑校区：洛阳市涧西区西苑路24号",True,,,,,,,,,,,,{},0,,0,
4141014391,郑州幼儿师范高等专科学校,河南省,郑州市,,河南省,郑州市,专科,,999999,[],False,教育部2026名录（CSV镜像）,,3035,http://www.zyedu.org/,"象湖校区：郑州市郑东新区郑开大道66号,杜岭校区：郑州市金水区市民新村北街9号",True,,,,,,,,,,,,{},0,,0,
4141014392,安阳幼儿师范高等专科学校,河南省,安阳市,,河南省,安阳市,专科,,999999,[],False,教育部2026名录（CSV镜像）,,2907,https://www.ayyz.edu.cn/,河南省安阳市汤阴县人和路东段,True,,,,,,,,,,,,{},0,,0,
4141014405,郑州黄河护理职业学院,河南省,郑州市,,河南省,郑州市,专科,,999999,[],True,教育部2026名录（CSV镜像）,民办,3036,https://www.zyrnvc.com/,"高新校区：郑州市高新技术产业开发区西四环路200号,新密校区：郑州市新密市屏阳路868号",True,,,,,,,,,,,,{},0,,0,
4141014466,河南医学高等专科学校,河南省,郑州市,,河南省,郑州市,专科,,999999,[],False,教育部2026名录（CSV镜像）,,2638,https://www.hamc.edu.cn/,"南校区：河南省郑州市新郑龙湖镇双湖大道8号,北校区：河南省郑州市金水区纬五路8号",True,,,,,,,,,,,,{},0,,0,
4141014478,郑州财税金融职业学院,河南省,郑州市,,河南省,郑州市,专科,,999999,[],False,教育部2026名录（CSV镜像）,,3367,https://www.zzcsjr.edu.cn,"校本部：河南省郑州市郑尉路18号,航空港校区：河南省郑州市中牟县张庄镇港区双和集装箱房厂西南207米",True,,,,,,,,,,,,{},0,,0,
4141014479,南阳农业职业学院,河南省,南阳市,,河南省,南阳市,专科,,999999,[],False,教育部2026名录（CSV镜像）,,3214,http://www.nyca.edu.cn/1/,"雪枫校区：河南省南阳市卧龙区雪枫路与北京路交叉口,卧龙校区：河南省南阳市卧龙区卧龙路338号,淅川校区：南阳市淅川县范蠡大道与红旗路交叉口",True,,,,,,,,,,,,{},0,,0,
4141014480,洛阳科技职业学院,河南省,洛阳市,,河南省,洛阳市,专科,,999999,[],True,教育部2026名录（CSV镜像）,民办,3079,https://www.lku.edu.cn/,河南省洛阳市新安经济技术开发区学院路1号,True,,,,,,,,,,,,{},0,,0,
4141014529,鹤壁能源化工职业学院,河南省,鹤壁市,,河南省,鹤壁市,专科,,999999,[],False,教育部2026名录（CSV镜像）,,3370,https://www.hbnyhgzyxy.com/,河南省鹤壁市淇滨区闽江路东段职教园区,True,,,,,,,,,,,,{},0,,0,
4141014530,平顶山文化艺术职业学院,河南省,平顶山市,,河南省,平顶山市,专科,,999999,[],True,教育部2026名录（CSV镜像）,民办,3373,https://www.pvcca.edu.cn/,河南省平顶山市宝丰县西区,True,,,,,,,,,,,,{},0,,0,
4141014597,濮阳医学高等专科学校,河南省,濮阳市,,河南省,濮阳市,专科,,999999,[],False,教育部2026名录（CSV镜像）,,3362,https://www.pymc.edu.cn/,濮阳市城乡一体化示范区文岩街商鞅路交叉口向东160米路北,True,,,,,,,,,,,,{},0,,0,
4141014598,驻马店幼儿师范高等专科学校,河南省,驻马店市,,河南省,驻马店市,专科,,999999,[],False,教育部2026名录（CSV镜像）,,3364,https://www.zyz.edu.cn/,"盘龙校区：河南省驻马店市盘龙山路2658号,秀山校区：河南省驻马店市确山县学院路399号,汝南校区：河南省驻马店市汝南县城天中大道50号",True,,,,,,,,,,,,{},0,,0,
4141014606,三门峡社会管理职业学院,河南省,三门峡市,,河南省,三门峡市,专科,,999999,[],False,教育部2026名录（CSV镜像）,,3368,http://www.smxcsa.edu.cn/,河南省三门峡市职业教育园区学府路,True,,,,,,,,,,,,{},0,,0,
4141014607,河南轻工职业学院,河南省,郑州市,,河南省,郑州市,专科,,999999,[],False,教育部2026名录（CSV镜像）,,3363,http://www.havcli.edu.cn/,"鑫苑校区：河南省郑州市金水区鑫苑路6号,嵩山校区：河南省郑州市二七区嵩山南路426号,园田校区：河南省郑州市金水区园田路2号",True,,,,,,,,,,,,{},0,,0,
4141014608,河南测绘职业学院,河南省,郑州市,,河南省,郑州市,专科,,999999,[],False,教育部2026名录（CSV镜像）,,3369,https://www.hasm.edu.cn/,郑州市郑东新区工贸路30号,True,,,,,,,,,,,,{},0,,0,
4141014634,信阳航空职业学院,河南省,信阳市,,河南省,信阳市,专科,,999999,[],True,教育部2026名录（CSV镜像）,民办,3365,https://www.xyhkxy.com/,河南省信阳市平桥区震雷山风景区（震雷山商业街路口500米）,True,,,,,,,,,,,,{},0,,0,
4141014635,郑州卫生健康职业学院,河南省,郑州市,,河南省,郑州市,专科,,999999,[],False,教育部2026名录（CSV镜像）,,3371,https://www.zzhvc.com/,郑州市荥阳市京襄路69号,True,,,,,,,,,,,,{},0,,0,
4141014636,河南物流职业学院,河南省,新乡市,,河南省,新乡市,专科,,999999,[],False,教育部2026名录（CSV镜像）,,3366,https://www.hnwlxy.edu.cn/,"郑州校区：河南省郑州市金水区优胜北路3号,平原校区：河南省郑州市黄河大桥北中州大道与郑焦晋（原焦）高速交叉口西侧,新乡校区：新乡市科隆大道114号",True,,,,,,,,,,,,{},0,,0,
4141014637,河南地矿职业学院,河南省,郑州市,,河南省,郑州市,专科,,999999,[],False,教育部2026名录（CSV镜像）,,3372,https://www.hagmc.edu.cn/,河南省郑州市郑东新区白沙园区永继路51号,True,,,,,,,,,,,,{},0,,0,
4141014685,郑州亚欧交通职业学院,河南省,郑州市,,河南省,郑州市,专科,,999999,[],False,教育部2026名录（CSV镜像）,中外合作办学及内地与港澳合作办学,3466,https://www.zzyaou.edu.cn/,郑州市二七区幸福路2号,True,,,,,,,,,,,,{},0,,0,
4141014711,河南女子职业学院,河南省,新乡市,,河南省,新乡市,专科,,999999,[],False,教育部2026名录（CSV镜像）,,3510,https://www.henz.edu.cn/,"南校区：郑州市金水区经七路22号,北校区：新乡市获嘉县亢村镇黄河大道西100米,东校区：郑州市北环路东段10号",True,,,,,,,,,,,,{},0,,0,
4141014712,河南对外经济贸易职业学院,河南省,开封市,,河南省,开封市,专科,,999999,[],False,教育部2026名录（CSV镜像）,,3511,https://www.hnwmxy.edu.cn/,"郑州校区：郑州市金水区文化路91号,开封校区：郑汴一体化示范区职教园区十大街",True,,,,,,,,,,,,{},0,,0,
4141014713,濮阳石油化工职业技术学院,河南省,濮阳市,,河南省,濮阳市,专科,,999999,[],False,教育部2026名录（CSV镜像）,,3512,http://www.pypcc.edu.cn/,河南省濮阳市华龙区苏北东路666号,True,,,,,,,,,,,,{},0,,0,
4141014714,南阳科技职业学院,河南省,南阳市,,河南省,南阳市,专科,,999999,[],False,教育部2026名录（CSV镜像）,,3513,https://www.nystvc.edu.cn/,河南省邓州市人民东路666号,True,,,,,,,,,,,,{},0,,0,
4141014715,兰考三农职业学院,河南省,开封市,,河南省,开封市,专科,,999999,[],False,教育部2026名录（CSV镜像）,,3514,https://www.lksnzyxy.cn/,河南省开封市兰考县济阳大道南段,True,,,,,,,,,,,,{},0,,0,
4141014716,汝州职业技术学院,河南省,平顶山市,,河南省,平顶山市,专科,,999999,[],False,教育部2026名录（CSV镜像）,,3515,https://www.rzvtc.cn/,河南省汝州市科教园区杏坛大街北段,True,,,,,,,,,,,,{},0,,0,
4141014717,林州建筑职业技术学院,河南省,安阳市,,河南省,安阳市,专科,,999999,[],True,教育部2026名录（CSV镜像）,民办,3516,https://www.lcat.edu.cn/,河南省安阳市林州市长春大道东段769号,True,,,,,,,,,,,,{},0,,0,
4141014718,郑州电子商务职业学院,河南省,郑州市,,河南省,郑州市,专科,,999999,[],True,教育部2026名录（CSV镜像）,民办,3517,https://www.zzdsxy.cn,河南省郑州市金岱路186号,True,,,,,,,,,,,,{},0,,0,
4141014719,郑州轨道工程职业学院,河南省,郑州市,,河南省,郑州市,专科,,999999,[],True,教育部2026名录（CSV镜像）,民办,3518,https://www.zzure.edu.cn/,"郑州校区：河南省郑州市中原区建设西路三十里铺,原阳校区：新乡市原阳县景明路与327国道西北角",True,,,,,,,,,,,,{},0,,0,
4141014720,郑州体育职业学院,河南省,郑州市,,河南省,郑州市,专科,,999999,[],True,教育部2026名录（CSV镜像）,民办,3519,https://www.zhengzhoutiyuan.com/,河南省郑州市登封市少林大道西段,True,,,,,,,,,,,,{},0,,0,
4141014750,洛阳文化旅游职业学院,河南省,洛阳市,,河南省,洛阳市,专科,,999999,[],False,教育部2026名录（CSV镜像）,,3579,http://www.lyvcct.cn/,"伊滨校区：河南省洛阳市伊滨区玉泉街299号,老城校区：洛阳市老城区治安南街8号",True,,,,,,,,,,,,{},0,,0,
4141014751,周口文理职业学院,河南省,周口市,,河南省,周口市,专科,,999999,[],False,教育部2026名录（CSV镜像）,,3580,https://www.zkwl.edu.cn/,周口市东新区周口大道5号,True,,,,,,,,,,,,{},0,,0,
4141014752,信阳艺术职业学院,河南省,信阳市,,河南省,信阳市,专科,,999999,[],False,教育部2026名录（CSV镜像）,,3581,http://www.xyvca.edu.cn/,"信阳市羊山校区：河南省信阳市羊山新区经北一路,潢川南校区：河南省潢川县环城东路212号,潢川北校区：河南省信阳市潢川县定城办事处新塘埂19号",True,,,,,,,,,,,,{},0,,0,
4141014753,郑州城建职业学院,河南省,郑州市,,河南省,郑州市,专科,,999999,[],True,教育部2026名录（CSV镜像）,民办,3582,https://www.zzucvc.edu.cn/index.htm,郑州市中原西路6号,True,,,,,,,,,,,,{},0,,0,
4141014754,郑州医药健康职业学院,河南省,郑州市,,河南省,郑州市,专科,,999999,[],True,教育部2026名录（CSV镜像）,民办,3583,https://www.zzyyzy.edu.cn/,郑州市新密市超化新区创业大道3号,True,,,,,,,,,,,,{},0,,0,
4241050709,平顶山职业技术学院,河南省,平顶山市,,河南省,平顶山市,专科,,999999,[],False,教育部2026名录（CSV镜像）,,3098,https://www.pdszy.edu.cn/,"新校区：河南省平顶山市城乡一体化示范区长安大道西段（郑万高铁平顶山站西侧）,园丁校区：河南省平顶山市卫东区园丁路10号",True,,,,,,,,,,,,{},0,,0,
4141014789,南阳工艺美术职业学院,河南省,南阳市,,河南省,南阳市,专科,,999999,[],False,教育部2026名录（CSV镜像）,,3664,https://www.nygymy.edu.cn/,河南省镇平县石佛寺玉佛大道66号,True,,,,,,,,,,,,{},0,,0,
4141014790,濮阳科技职业学院,河南省,濮阳市,,河南省,濮阳市,专科,,999999,[],False,教育部2026名录（CSV镜像）,,3665,http://www.pykjzyxy.com/,河南省濮阳市挥公大道与大庆路交叉口向东500米路北,True,,,,,,,,,,,,{},0,,0,
4141014791,商丘幼儿师范高等专科学校,河南省,商丘市,,河南省,商丘市,专科,,999999,[],False,教育部2026名录（CSV镜像）,,3666,http://www.sqyz.edu.cn/,河南省商丘市归德路与张巡路向西100米,True,,,,,,,,,,,,{},0,,0,
4141014792,周口理工职业学院,河南省,周口市,,河南省,周口市,专科,,999999,[],False,教育部2026名录（CSV镜像）,,3629,http://www.zkpvc.edu.cn/,河南省周口市川汇区太昊路东段6号,True,,,,,,,,,,,,{},0,,0,
4141014793,焦作新材料职业学院,河南省,焦作市,,河南省,焦作市,专科,,999999,[],True,教育部2026名录（CSV镜像）,民办,3667,https://jzxcl.edu.cn,河南省焦作市博爱县人民路1177-1号,True,,,,,,,,,,,,{},0,,0,
4141014794,开封职业学院,河南省,开封市,,河南省,开封市,专科,,999999,[],True,教育部2026名录（CSV镜像）,民办,3668,https://www.kfvc.edu.cn/,"校本部：河南省开封市祥符区黄龙大道1号,产融校区：开封市产城融合示范区和谐路1号（郑民高速杏花营站出口向南7公里，开港大道与和谐路交叉口向东200米路南）",True,,,,,,,,,,,,{},0,,0,
4141014795,洛阳商业职业学院,河南省,洛阳市,,河南省,洛阳市,专科,,999999,[],True,教育部2026名录（CSV镜像）,民办,3669,https://lyvcc.com/,河南省洛阳市洛龙区玉泉街1号,True,,,,,,,,,,,,{},0,,0,
4141014796,郑州软件职业技术学院,河南省,郑州市,,河南省,郑州市,专科,,999999,[],True,教育部2026名录（CSV镜像）,民办,3670,https://www.zzsvtc.edu.cn/,郑州航空港经济综合实验区南海大道36号,True,,,,,,,,,,,,{},0,,0,
4141014797,郑州智能科技职业学院,河南省,郑州市,,河南省,郑州市,专科,,999999,[],True,教育部2026名录（CSV镜像）,民办,3671,https://www.zzcit.edu.cn/,河南省郑州市孟港路6号,True,,,,,,,,,,,,{},0,,0,
4141014812,郑州食品工程职业学院,河南省,郑州市,,河南省,郑州市,专科,,999999,[],True,教育部2026名录（CSV镜像）,民办,3643,https://www.zzfec.edu.cn/,"中华路校区：郑州新郑市中华北路199号,太湖路校区：郑州航空港区华夏大道与太湖路交叉口",True,,,,,,,,,,,,{},0,,0,
4141014813,郑州汽车工程职业学院,河南省,郑州市,,河南省,郑州市,专科,,999999,[],True,教育部2026名录（CSV镜像）,民办,3625,https://www.zzvcae.edu.cn,郑州市中原区兰州路16号,True,,,,,,,,,,,,{},0,,0,
4141014861,驻马店农业工程职业学院,河南省,驻马店市,,河南省,驻马店市,专科,,999999,[],False,教育部2026名录（CSV镜像）,,3723,http://zmdavc.edu.cn/,河南省驻马店市盘龙山路2668号（盘龙山与重阳大道交叉口）,True,,,,,,,,,,,,{},0,,0,
4141014862,信阳科技职业学院,河南省,信阳市,,河南省,信阳市,专科,,999999,[],True,教育部2026名录（CSV镜像）,民办,3727,https://www.xykj.edu.cn/,河南省信阳市平桥区浉河南路东段2号,True,,,,,,,,,,,,{},0,,0,
4141014863,信阳工程职业学院,河南省,信阳市,,河南省,信阳市,专科,,999999,[],True,教育部2026名录（CSV镜像）,民办,3720,https://www.xygczyxy.com/,河南省固始县学院路1号,True,,,,,,,,,,,,{},0,,0,
4141014864,周口城市职业学院,河南省,周口市,,河南省,周口市,专科,,999999,[],True,教育部2026名录（CSV镜像）,民办,3721,https://www.zkcszyxy.com/,河南省周口市建设大道东段19号,True,,,,,,,,,,,,{},0,,0,
4141014865,河南新乡工商职业学院,河南省,新乡市,,河南省,新乡市,专科,,999999,[],True,教育部2026名录（CSV镜像）,民办,3722,http://www.hnxxgs.edu.cn/,河南省新乡市平原示范区科教城嵩山大道369号,True,,,,,,,,,,,,{},0,,0,
4141014929,开封工程职业学院,河南省,开封市,,河南省,开封市,专科,,999999,[],True,教育部2026名录（CSV镜像）,民办,3799,http://www.kfevc.edu.cn/,河南省开封市产城融合示范区融合大道3号,True,,,,,,,,,,,,{},0,,0,
4141014930,开封智慧健康职业学院,河南省,开封市,,河南省,开封市,专科,,999999,[],True,教育部2026名录（CSV镜像）,民办,3800,https://www.kfzhjk.edu.cn/,校本部：开封市产城融合示范区和谐路1号,True,,,,,,,,,,,,{},0,,0,
