id,u,p,c,d,regp,hostRaw,level,rankLabel,rank,tags,private,source,notes,profileId,officialWebsite,profileAddress,rankingEligible,entityStatus,statusLabel,statusEffectiveFrom,statusSourceUrl,statusEvidence,hostBoundaryStatus,hostOverrideSourceUrl,hostOverrideEvidence,hostOverrideNote,originalHost,preferredRank,latestRankings,admissionFactCount,latestAdmissionYear,financeFactCount,latestFinanceYear
4111010001,北京大学,北京市,北京市,,北京市,北京市,本科,2,1,"['985', '211', '双一流']",False,教育部2026名录（CSV镜像）,,31,https://www.pku.edu.cn/,"燕园校区（校本部）：北京市海淀区颐和园路5号,医学部校区：北京市海淀区学院路38号,昌平校区：北京市昌平区十三陵镇西山口村,深圳研究生院：深圳市南山区西丽镇丽水路深圳大学城北大校区,新燕园校区：北京市昌平区马池口镇",True,,,,,,,,,,,"{'rankingId': 'shanghairanking-bcur', 'edition': '2026', 'sortValue': 2.0, 'label': '2026软科 2', 'sourceUrl': 'https://www.shanghairanking.cn/rankings/bcur/202610'}","{'shanghairanking-bcur': {'id': 'RANK_SR_BCUR_2026_PKU', 'universityName': '北京大学', 'rankingId': 'shanghairanking-bcur', 'agency': 'ShanghaiRanking', 'rankingName': '软科中国大学排名（主榜）', 'edition': '2026', 'rank': 2, 'rankDisplay': '2', 'score': 1036.3, 'scope': 'China-mainland', 'category': '综合', 'sourceUrl': 'https://www.shanghairanking.cn/rankings/bcur/202610', 'publishedAt': '2026-04-15', 'retrievedAt': '2026-09-09', 'verified': True, 'uid': '4111010001', 'rankMidpoint': 2.0, 'referenceRankOrRank': 2.0, 'displayLabel': '2026软科 2'}, 'qs-wur': {'id': 'RANK_QS_WUR_2027_PKU', 'universityName': '北京大学', 'rankingId': 'qs-wur', 'agency': 'QS', 'rankingName': 'QS World University Rankings', 'edition': '2027', 'rank': 13, 'rankDisplay': '13', 'score': 92.6, 'scope': 'world', 'sourceUrl': 'https://www.topuniversities.com/world-university-rankings', 'publishedAt': '2026-06-18', 'retrievedAt': '2026-09-09', 'verified': True, 'uid': '4111010001', 'rankMidpoint': 13.0, 'referenceRankOrRank': 13.0, 'displayLabel': 'QS 2027 13'}, 'the-wur': {'id': 'RANK_THE_WUR_2026_PKU', 'universityName': '北京大学', 'rankingId': 'the-wur', 'agency': 'Times Higher Education', 'rankingName': 'World University Rankings', 'edition': '2026', 'rank': 13, 'rankDisplay': '13', 'score': 92.3, 'scope': 'world', 'sourceUrl': 'https://www.timeshighereducation.com/student/best-universities/best-universities-china', 'retrievedAt': '2026-09-09', 'verified': True, 'uid': '4111010001', 'rankMidpoint': 13.0, 'referenceRankOrRank': 13.0, 'displayLabel': 'THE 2026 13'}, 'arwu': {'id': 'RANK_ARWU_2026_PKU', 'universityName': '北京大学', 'rankingId': 'arwu', 'agency': 'ShanghaiRanking', 'rankingName': 'Academic Ranking of World Universities', 'edition': '2026', 'rank': 22, 'rankDisplay': '22', 'nationalRank': 2, 'score': 45.6, 'scope': 'world', 'sourceUrl': 'https://www.shanghairanking.com/rankings/arwu/2026', 'retrievedAt': '2026-09-09', 'verified': True, 'uid': '4111010001', 'rankMidpoint': 22.0, 'referenceRankOrRank': 22.0, 'displayLabel': 'ARWU 2026 22'}}",0,,0,
4111010002,中国人民大学,北京市,北京市,,北京市,北京市,本科,17,17,"['985', '211', '双一流']",False,教育部2026名录（CSV镜像）,,46,https://www.ruc.edu.cn,"中关村校区：北京市海淀区中关村大街59号,通州校区：北京市通州区运河东大街37号,张自忠路校区：北京市东城区张自忠路3号",True,,,,,,,,,,,"{'rankingId': 'legacy-shanghairanking-bcur', 'edition': '2026', 'sortValue': 17.0, 'label': '2026软科主榜 17', 'sourceUrl': 'https://www.shanghairanking.cn/rankings/bcur/2026', 'legacy': True}",{},0,,0,
4111010003,清华大学,北京市,北京市,,北京市,北京市,本科,1,0,"['985', '211', '双一流']",False,教育部2026名录（CSV镜像）,,140,https://www.tsinghua.edu.cn,北京市海淀区清华大学,True,,,,,,,,,,,"{'rankingId': 'shanghairanking-bcur', 'edition': '2026', 'sortValue': 1.0, 'label': '2026软科 1', 'sourceUrl': 'https://www.shanghairanking.cn/rankings/bcur/202610'}","{'shanghairanking-bcur': {'id': 'RANK_SR_BCUR_2026_TSINGHUA', 'universityName': '清华大学', 'rankingId': 'shanghairanking-bcur', 'agency': 'ShanghaiRanking', 'rankingName': '软科中国大学排名（主榜）', 'edition': '2026', 'rank': 1, 'rankDisplay': '1', 'score': 1087.1, 'scope': 'China-mainland', 'category': '综合', 'sourceUrl': 'https://www.shanghairanking.cn/rankings/bcur/202610', 'publishedAt': '2026-04-15', 'retrievedAt': '2026-09-09', 'verified': True, 'uid': '4111010003', 'rankMidpoint': 1.0, 'referenceRankOrRank': 1.0, 'displayLabel': '2026软科 1'}, 'qs-wur': {'id': 'RANK_QS_WUR_2027_TSINGHUA', 'universityName': '清华大学', 'rankingId': 'qs-wur', 'agency': 'QS', 'rankingName': 'QS World University Rankings', 'edition': '2027', 'rank': 14, 'rankDisplay': '14', 'score': 92.1, 'scope': 'world', 'sourceUrl': 'https://www.topuniversities.com/world-university-rankings', 'publishedAt': '2026-06-18', 'retrievedAt': '2026-09-09', 'verified': True, 'uid': '4111010003', 'rankMidpoint': 14.0, 'referenceRankOrRank': 14.0, 'displayLabel': 'QS 2027 14'}, 'the-wur': {'id': 'RANK_THE_WUR_2026_TSINGHUA', 'universityName': '清华大学', 'rankingId': 'the-wur', 'agency': 'Times Higher Education', 'rankingName': 'World University Rankings', 'edition': '2026', 'rank': 12, 'rankDisplay': '12', 'score': 93.0, 'scope': 'world', 'sourceUrl': 'https://www.timeshighereducation.com/student/best-universities/best-universities-china', 'retrievedAt': '2026-09-09', 'verified': True, 'uid': '4111010003', 'rankMidpoint': 12.0, 'referenceRankOrRank': 12.0, 'displayLabel': 'THE 2026 12'}, 'arwu': {'id': 'RANK_ARWU_2026_TSINGHUA', 'universityName': '清华大学', 'rankingId': 'arwu', 'agency': 'ShanghaiRanking', 'rankingName': 'Academic Ranking of World Universities', 'edition': '2026', 'rank': 18, 'rankDisplay': '18', 'nationalRank': 1, 'score': 48.3, 'scope': 'world', 'sourceUrl': 'https://www.shanghairanking.com/rankings/arwu/2026', 'retrievedAt': '2026-09-09', 'verified': True, 'uid': '4111010003', 'rankMidpoint': 18.0, 'referenceRankOrRank': 18.0, 'displayLabel': 'ARWU 2026 18'}}",0,,0,
4111010004,北京交通大学,北京市,北京市,,北京市,北京市,本科,41,44,"['211', '双一流']",False,教育部2026名录（CSV镜像）,,38,https://www.bjtu.edu.cn/,"西校区：北京市海淀区上园村3号,东校区：北京市海淀区高粱桥斜街44号",True,,,,,,,,,,,"{'rankingId': 'legacy-shanghairanking-bcur', 'edition': '2026', 'sortValue': 44.0, 'label': '2026软科主榜 41', 'sourceUrl': 'https://www.shanghairanking.cn/rankings/bcur/2026', 'legacy': True}",{},0,,0,
4111010005,北京工业大学,北京市,北京市,,北京市,北京市,本科,65,77,"['211', '双一流']",False,教育部2026名录（CSV镜像）,,30,https://www.bjut.edu.cn/,"校本部：北京市朝阳区平乐园100号,中蓝校区：北京市朝阳区惠新东街8号,管庄校区：北京市朝阳区管庄西里20号,花园村校区：北京市海淀区车公庄西路35号,琉璃井校区：北京市东城区永外琉璃井路41号,惠新东街校区：北京市朝阳区惠新东街8号100号,通州校区：北京市通州区潞苑南大街89号",True,,,,,,,,,,,"{'rankingId': 'legacy-shanghairanking-bcur', 'edition': '2026', 'sortValue': 77.0, 'label': '2026软科主榜 65', 'sourceUrl': 'https://www.shanghairanking.cn/rankings/bcur/2026', 'legacy': True}",{},0,,0,
4111010006,北京航空航天大学,北京市,北京市,,北京市,北京市,本科,11,10,"['985', '211', '双一流']",False,教育部2026名录（CSV镜像）,,47,https://www.buaa.edu.cn/,"学院路校区：北京市海淀区学院路37号,沙河校区：北京市昌平区高教园南三街9号",True,,,,,,,,,,,"{'rankingId': 'legacy-shanghairanking-bcur', 'edition': '2026', 'sortValue': 10.0, 'label': '2026软科主榜 11', 'sourceUrl': 'https://www.shanghairanking.cn/rankings/bcur/2026', 'legacy': True}",{},0,,0,
4111010007,北京理工大学,北京市,北京市,,北京市,北京市,本科,14,13,"['985', '211', '双一流']",False,教育部2026名录（CSV镜像）,,143,https://www.bit.edu.cn/,"中关村校区：北京市海淀区中关村南大街5号,良乡校区：北京市房山区良乡高教园区良乡东路,西山校区：北京市海淀区冷泉东路16号,怀来校区：河北省张家口市怀来县,珠海校区：广东省珠海市唐家湾金凤路6号",True,,,,,,,,,,,"{'rankingId': 'legacy-shanghairanking-bcur', 'edition': '2026', 'sortValue': 13.0, 'label': '2026软科主榜 14', 'sourceUrl': 'https://www.shanghairanking.cn/rankings/bcur/2026', 'legacy': True}",{},0,,0,
4111010008,北京科技大学,北京市,北京市,,北京市,北京市,本科,35,35,"['211', '双一流']",False,教育部2026名录（CSV镜像）,,144,https://www.ustb.edu.cn/,"海淀校区：北京市海淀区学院路30号,管庄校区：北京市朝阳区管庄北一里",True,,,,,,,,,,,"{'rankingId': 'legacy-shanghairanking-bcur', 'edition': '2026', 'sortValue': 35.0, 'label': '2026软科主榜 35', 'sourceUrl': 'https://www.shanghairanking.cn/rankings/bcur/2026', 'legacy': True}",{},0,,0,
4111010009,北方工业大学,北京市,北京市,,北京市,北京市,本科,239,336,[],False,教育部2026名录（CSV镜像）,,561,https://www.ncut.edu.cn/,北京市石景山区晋元庄路5号,True,,,,,,,,,,,"{'rankingId': 'legacy-shanghairanking-bcur', 'edition': '2026', 'sortValue': 336.0, 'label': '2026软科主榜 239', 'sourceUrl': 'https://www.shanghairanking.cn/rankings/bcur/2026', 'legacy': True}",{},0,,0,
4111010010,北京化工大学,北京市,北京市,,北京市,北京市,本科,57,64,"['211', '双一流']",False,教育部2026名录（CSV镜像）,,556,https://www.buct.edu.cn/,"朝阳校区：北京市朝阳区北三环东路15号,昌平校区：北京市昌平区南口镇南涧路29号,海淀校区：北京市海淀区紫竹院路98号",True,,,,,,,,,,,"{'rankingId': 'legacy-shanghairanking-bcur', 'edition': '2026', 'sortValue': 64.0, 'label': '2026软科主榜 57', 'sourceUrl': 'https://www.shanghairanking.cn/rankings/bcur/2026', 'legacy': True}",{},0,,0,
4111010011,北京工商大学,北京市,北京市,,北京市,北京市,本科,财11,176,[],False,教育部2026名录（CSV镜像）,,570,https://www.btbu.edu.cn/,"阜成路校区：北京市海淀区阜成路11（33）号,良乡校区：北京市良乡高教园区",True,,,,,,,,,,,"{'rankingId': 'legacy-shanghairanking-bcur', 'edition': '2026', 'sortValue': 176.0, 'label': '2026软科分类标签 财11', 'sourceUrl': 'https://www.shanghairanking.cn/rankings/bcur/2026', 'legacy': True}",{},0,,0,
4111010012,北京服装学院,北京市,北京市,,北京市,北京市,本科,,999999,[],False,教育部2026名录（CSV镜像）,,567,https://www.bift.edu.cn/,"樱花园校区：北京市朝阳区樱花园东街甲2号,芍药居校区：北京市朝阳区芍药居甲1号,通州校区：北京市通州区光华路甲1号",True,,,,,,,,,,,,{},0,,0,
4111010013,北京邮电大学,北京市,北京市,,北京市,北京市,本科,50,56,"['211', '双一流']",False,教育部2026名录（CSV镜像）,,48,https://www.bupt.edu.cn,"西土城路校区：北京市海淀区西土城路10号,沙河校区：北京市昌平区沙河高教园区,海南校区：海南省陵水黎族自治县黎安国际教育创新试验区",True,,,,,,,,,,,"{'rankingId': 'legacy-shanghairanking-bcur', 'edition': '2026', 'sortValue': 56.0, 'label': '2026软科主榜 50', 'sourceUrl': 'https://www.shanghairanking.cn/rankings/bcur/2026', 'legacy': True}",{},0,,0,
4111010015,北京印刷学院,北京市,北京市,,北京市,北京市,本科,281,408,[],False,教育部2026名录（CSV镜像）,,590,https://www.bigc.edu.cn/,北京市大兴区兴华大街（二段）1号,True,,,,,,,,,,,"{'rankingId': 'legacy-shanghairanking-bcur', 'edition': '2026', 'sortValue': 408.0, 'label': '2026软科主榜 281', 'sourceUrl': 'https://www.shanghairanking.cn/rankings/bcur/2026', 'legacy': True}",{},0,,0,
4111010016,北京建筑大学,北京市,北京市,,北京市,北京市,本科,178,246,[],False,教育部2026名录（CSV镜像）,,572,https://www.bucea.edu.cn/,"西城校区：北京市西城区展览馆路1号,大兴校区：北京市大兴区永源路15号",True,,,,,,,,,,,"{'rankingId': 'legacy-shanghairanking-bcur', 'edition': '2026', 'sortValue': 246.0, 'label': '2026软科主榜 178', 'sourceUrl': 'https://www.shanghairanking.cn/rankings/bcur/2026', 'legacy': True}",{},0,,0,
4111010017,北京石油化工学院,北京市,北京市,,北京市,北京市,本科,300,446,[],False,教育部2026名录（CSV镜像）,,580,https://www.bipt.edu.cn/,"清源校区：北京市大兴区黄村清源北路19号,康庄校区：北京市大兴区康庄路与兴泰街交叉路口往东约100米,燕山校区：北京市房山区凤凰亭路7号,房山校区：房山区琉璃河车站东街22号",True,,,,,,,,,,,"{'rankingId': 'legacy-shanghairanking-bcur', 'edition': '2026', 'sortValue': 446.0, 'label': '2026软科主榜 300', 'sourceUrl': 'https://www.shanghairanking.cn/rankings/bcur/2026', 'legacy': True}",{},0,,0,
4111010018,北京电子科技学院,北京市,北京市,,北京市,北京市,本科,233,328,[],False,教育部2026名录（CSV镜像）,,565,https://www.besti.edu.cn/,北京市丰台区富丰路7号,True,,,,,,,,,,,"{'rankingId': 'legacy-shanghairanking-bcur', 'edition': '2026', 'sortValue': 328.0, 'label': '2026软科主榜 233', 'sourceUrl': 'https://www.shanghairanking.cn/rankings/bcur/2026', 'legacy': True}",{},0,,0,
4111010019,中国农业大学,北京市,北京市,,北京市,北京市,本科,24,24,"['985', '211', '双一流']",False,教育部2026名录（CSV镜像）,,557,https://www.cau.edu.cn/,"东校区：北京市海淀区清华东路17号,西校区：北京市海淀区圆明园西路2号",True,,,,,,,,,,,"{'rankingId': 'legacy-shanghairanking-bcur', 'edition': '2026', 'sortValue': 24.0, 'label': '2026软科主榜 24', 'sourceUrl': 'https://www.shanghairanking.cn/rankings/bcur/2026', 'legacy': True}",{},0,,0,
4111010020,北京农学院,北京市,北京市,,北京市,北京市,本科,281,407,[],False,教育部2026名录（CSV镜像）,,578,https://www.bua.edu.cn/,北京市昌平区史各庄街道北农路7号,True,,,,,,,,,,,"{'rankingId': 'legacy-shanghairanking-bcur', 'edition': '2026', 'sortValue': 407.0, 'label': '2026软科主榜 281', 'sourceUrl': 'https://www.shanghairanking.cn/rankings/bcur/2026', 'legacy': True}",{},0,,0,
4111010022,北京林业大学,北京市,北京市,,北京市,北京市,本科,83,107,"['211', '双一流']",False,教育部2026名录（CSV镜像）,,43,https://www.bjfu.edu.cn/,北京市海淀区清华东路35号,True,,,,,,,,,,,"{'rankingId': 'legacy-shanghairanking-bcur', 'edition': '2026', 'sortValue': 107.0, 'label': '2026软科主榜 83', 'sourceUrl': 'https://www.shanghairanking.cn/rankings/bcur/2026', 'legacy': True}",{},0,,0,
4111010023,北京协和医学院,北京市,北京市,,北京市,北京市,本科,医1,14,['双一流'],False,教育部2026名录（CSV镜像）,,573,https://www.pumc.edu.cn,北京市东城区东单三条9号,True,,,,,,,,,,,"{'rankingId': 'legacy-shanghairanking-bcur', 'edition': '2026', 'sortValue': 14.0, 'label': '2026软科分类标签 医1', 'sourceUrl': 'https://www.shanghairanking.cn/rankings/bcur/2026', 'legacy': True}",{},0,,0,
4111010025,首都医科大学,北京市,北京市,,北京市,北京市,本科,医2,39,[],False,教育部2026名录（CSV镜像）,,584,https://www.ccmu.edu.cn/,"校本部：北京市丰台区右安门外西头条10号,燕京医学院：北京市顺义区大东路4号",True,,,,,,,,,,,"{'rankingId': 'legacy-shanghairanking-bcur', 'edition': '2026', 'sortValue': 39.0, 'label': '2026软科分类标签 医2', 'sourceUrl': 'https://www.shanghairanking.cn/rankings/bcur/2026', 'legacy': True}",{},0,,0,
4111010026,北京中医药大学,北京市,北京市,,北京市,北京市,本科,中医1,76,"['211', '双一流']",False,教育部2026名录（CSV镜像）,,49,https://www.bucm.edu.cn/,"和平街校区：北京市朝阳区北三环东路11号,良乡校区：北京市房山区良乡大学城,望京校区：北京市朝阳区望京中环南路6号",True,,,,,,,,,,,"{'rankingId': 'legacy-shanghairanking-bcur', 'edition': '2026', 'sortValue': 76.0, 'label': '2026软科分类标签 中医1', 'sourceUrl': 'https://www.shanghairanking.cn/rankings/bcur/2026', 'legacy': True}",{},0,,0,
4111010027,北京师范大学,北京市,北京市,,北京市,北京市,本科,19,19,"['985', '211', '双一流']",False,教育部2026名录（CSV镜像）,,52,https://www.bnu.edu.cn,"北京校区：北京市海淀区新街口外大街19号,珠海校区：广东省珠海市香洲区唐家湾镇宁堂社区金凤路18号",True,,,,,,,,,,,"{'rankingId': 'legacy-shanghairanking-bcur', 'edition': '2026', 'sortValue': 19.0, 'label': '2026软科主榜 19', 'sourceUrl': 'https://www.shanghairanking.cn/rankings/bcur/2026', 'legacy': True}",{},0,,0,
4111010028,首都师范大学,北京市,北京市,,北京市,北京市,本科,100,129,['双一流'],False,教育部2026名录（CSV镜像）,,589,https://www.cnu.edu.cn/,"校本部：北京市海淀区西三环北路105号,良乡校区：北京市房山区白杨东路1号,北一区：北京市海淀区西三环北路83号,东一区：北京市海淀区阜外白堆子甲23号,东二区：北京市海淀区阜成路北三街5号院,北二区：北京市海淀区西三环北路56号,北三区：北京市海淀区车公庄西路35号,来广营校区：北京市朝阳区来广营西路1号,通州校区：北京市通州区中山街50号",True,,,,,,,,,,,"{'rankingId': 'legacy-shanghairanking-bcur', 'edition': '2026', 'sortValue': 129.0, 'label': '2026软科主榜 100', 'sourceUrl': 'https://www.shanghairanking.cn/rankings/bcur/2026', 'legacy': True}",{},0,,0,
4111010029,首都体育学院,北京市,北京市,,北京市,北京市,本科,体3,370,[],False,教育部2026名录（CSV镜像）,,587,https://www.cupes.edu.cn/,北京市海淀区北三环西路11号,True,,,,,,,,,,,"{'rankingId': 'legacy-shanghairanking-bcur', 'edition': '2026', 'sortValue': 370.0, 'label': '2026软科分类标签 体3', 'sourceUrl': 'https://www.shanghairanking.cn/rankings/bcur/2026', 'legacy': True}",{},0,,0,
4111010030,北京外国语大学,北京市,北京市,,北京市,北京市,本科,语1,98,"['211', '双一流']",False,教育部2026名录（CSV镜像）,,39,https://www.bfsu.edu.cn/,"东校区：北京市海淀区西三环北路2号,西校区：北京市海淀区西三环北路19号",True,,,,,,,,,,,"{'rankingId': 'legacy-shanghairanking-bcur', 'edition': '2026', 'sortValue': 98.0, 'label': '2026软科分类标签 语1', 'sourceUrl': 'https://www.shanghairanking.cn/rankings/bcur/2026', 'legacy': True}",{},0,,0,
4111010031,北京第二外国语学院,北京市,北京市,,北京市,北京市,本科,语7,296,[],False,教育部2026名录（CSV镜像）,,2614,https://www.bisu.edu.cn,北京市朝阳区定福庄南里1号,True,,,,,,,,,,,"{'rankingId': 'legacy-shanghairanking-bcur', 'edition': '2026', 'sortValue': 296.0, 'label': '2026软科分类标签 语7', 'sourceUrl': 'https://www.shanghairanking.cn/rankings/bcur/2026', 'legacy': True}",{},0,,0,
4111010032,北京语言大学,北京市,北京市,,北京市,北京市,本科,语5,157,[],False,教育部2026名录（CSV镜像）,,592,https://www.blcu.edu.cn/,北京市海淀区学院路15号,True,,,,,,,,,,,"{'rankingId': 'legacy-shanghairanking-bcur', 'edition': '2026', 'sortValue': 157.0, 'label': '2026软科分类标签 语5', 'sourceUrl': 'https://www.shanghairanking.cn/rankings/bcur/2026', 'legacy': True}",{},0,,0,
4111010033,中国传媒大学,北京市,北京市,,北京市,北京市,本科,语3,106,"['211', '双一流']",False,教育部2026名录（CSV镜像）,,558,https://www.cuc.edu.cn/,北京市朝阳区定福庄东街一号,True,,,,,,,,,,,"{'rankingId': 'legacy-shanghairanking-bcur', 'edition': '2026', 'sortValue': 106.0, 'label': '2026软科分类标签 语3', 'sourceUrl': 'https://www.shanghairanking.cn/rankings/bcur/2026', 'legacy': True}",{},0,,0,
4111010034,中央财经大学,北京市,北京市,,北京市,北京市,本科,财2,47,"['211', '双一流']",False,教育部2026名录（CSV镜像）,,566,https://www.cufe.edu.cn/,"学院南路校区：北京市海淀区学院南路39号,沙河校区：北京市昌平区顺沙路沙河段1号",True,,,,,,,,,,,"{'rankingId': 'legacy-shanghairanking-bcur', 'edition': '2026', 'sortValue': 47.0, 'label': '2026软科分类标签 财2', 'sourceUrl': 'https://www.shanghairanking.cn/rankings/bcur/2026', 'legacy': True}",{},0,,0,
4111010036,对外经济贸易大学,北京市,北京市,,北京市,北京市,本科,财3,65,"['211', '双一流']",False,教育部2026名录（CSV镜像）,,53,https://www.uibe.edu.cn/,北京市朝阳区惠新东街10号,True,,,,,,,,,,,"{'rankingId': 'legacy-shanghairanking-bcur', 'edition': '2026', 'sortValue': 65.0, 'label': '2026软科分类标签 财3', 'sourceUrl': 'https://www.shanghairanking.cn/rankings/bcur/2026', 'legacy': True}",{},0,,0,
4111010037,北京物资学院,北京市,北京市,,北京市,北京市,本科,财22,343,[],False,教育部2026名录（CSV镜像）,,586,https://www.bwu.edu.cn/,北京市通州区富河大街321号,True,,,,,,,,,,,"{'rankingId': 'legacy-shanghairanking-bcur', 'edition': '2026', 'sortValue': 343.0, 'label': '2026软科分类标签 财22', 'sourceUrl': 'https://www.shanghairanking.cn/rankings/bcur/2026', 'legacy': True}",{},0,,0,
4111010038,首都经济贸易大学,北京市,北京市,,北京市,北京市,本科,财9,150,[],False,教育部2026名录（CSV镜像）,,875,https://www.cueb.edu.cn/,"校本部：北京市丰台区花乡张家路口121号,红庙校区：北京市朝阳门外金台里2号",True,,,,,,,,,,,"{'rankingId': 'legacy-shanghairanking-bcur', 'edition': '2026', 'sortValue': 150.0, 'label': '2026软科分类标签 财9', 'sourceUrl': 'https://www.shanghairanking.cn/rankings/bcur/2026', 'legacy': True}",{},0,,0,
4111010039,中国消防救援学院,北京市,北京市,,北京市,北京市,本科,,999999,[],False,教育部2026名录（CSV镜像）,,3428,https://www.cfri.edu.cn,北京市昌平区南口镇南雁路4号,True,,,,,,,,,,,,{},0,,0,
4111010040,外交学院,北京市,北京市,,北京市,北京市,本科,语4,138,['双一流'],False,教育部2026名录（CSV镜像）,,581,https://www.cfau.edu.cn/,"展览馆路校区：北京市西城区展览馆路24号,沙河校区：北京市昌平区沙河高教园区",True,,,,,,,,,,,"{'rankingId': 'legacy-shanghairanking-bcur', 'edition': '2026', 'sortValue': 138.0, 'label': '2026软科分类标签 语4', 'sourceUrl': 'https://www.shanghairanking.cn/rankings/bcur/2026', 'legacy': True}",{},0,,0,
4111010041,中国人民公安大学,北京市,北京市,,北京市,北京市,本科,政4,193,['双一流'],False,教育部2026名录（CSV镜像）,,576,https://www.ppsuc.edu.cn/,"木樨地校区：北京市西城区木樨地南里1号,团河校区：北京市大兴区金星路9号",True,,,,,,,,,,,"{'rankingId': 'legacy-shanghairanking-bcur', 'edition': '2026', 'sortValue': 193.0, 'label': '2026软科分类标签 政4', 'sourceUrl': 'https://www.shanghairanking.cn/rankings/bcur/2026', 'legacy': True}",{},0,,0,
4111010042,国际关系学院,北京市,北京市,,北京市,北京市,本科,185,255,[],False,教育部2026名录（CSV镜像）,,594,https://www.uir.cn,北京市海淀区坡上村12号,True,,,,,,,,,,,"{'rankingId': 'legacy-shanghairanking-bcur', 'edition': '2026', 'sortValue': 255.0, 'label': '2026软科主榜 185', 'sourceUrl': 'https://www.shanghairanking.cn/rankings/bcur/2026', 'legacy': True}",{},0,,0,
4111010043,北京体育大学,北京市,北京市,,北京市,北京市,本科,体2,245,"['211', '双一流']",False,教育部2026名录（CSV镜像）,,866,https://www.bsu.edu.cn/,北京市海淀区信息路48号,True,,,,,,,,,,,"{'rankingId': 'legacy-shanghairanking-bcur', 'edition': '2026', 'sortValue': 245.0, 'label': '2026软科分类标签 体2', 'sourceUrl': 'https://www.shanghairanking.cn/rankings/bcur/2026', 'legacy': True}",{},0,,0,
4111010045,中央音乐学院,北京市,北京市,,北京市,北京市,本科,,999999,"['211', '双一流']",False,教育部2026名录（CSV镜像）,,40,https://www.ccom.edu.cn/,北京市西城区鲍家街43号,True,,,,,,,,,,,,{},0,,0,
4111010046,中国音乐学院,北京市,北京市,,北京市,北京市,本科,,999999,['双一流'],False,教育部2026名录（CSV镜像）,,571,https://www.ccmusic.edu.cn/,北京市朝阳区安翔路1号,True,,,,,,,,,,,,{},0,,0,
4111010047,中央美术学院,北京市,北京市,,北京市,北京市,本科,,999999,['双一流'],False,教育部2026名录（CSV镜像）,,564,https://www.cafa.edu.cn,"望京校区：北京市朝阳区花家地南街8号,燕郊校区：河北省三河市燕郊经济开发区燕顺路177号,后沙峪校区：北京市顺义区后沙峪镇裕民大街1号,上海校区：上海市临港南汇新城镇环湖南二路1099号",True,,,,,,,,,,,,{},0,,0,
4111010048,中央戏剧学院,北京市,北京市,,北京市,北京市,本科,,999999,['双一流'],False,教育部2026名录（CSV镜像）,,562,https://www.chntheatre.edu.cn,"东城校区：北京市东城区东棉花胡同39号,昌平校区：北京市昌平区宏福中路4号",True,,,,,,,,,,,,{},0,,0,
4111010049,中国戏曲学院,北京市,北京市,,北京市,北京市,本科,,999999,[],False,教育部2026名录（CSV镜像）,,574,https://www.nacta.edu.cn/,北京市丰台区万泉寺400号(菜户营桥与丽泽桥之间),True,,,,,,,,,,,,{},0,,0,
4111010050,北京电影学院,北京市,北京市,,北京市,北京市,本科,,999999,[],False,教育部2026名录（CSV镜像）,,563,https://www.bfa.edu.cn,"海淀校区：北京市海淀区西土城路4号,怀柔校区：北京市怀柔区杨宋镇瑞丰大街1号",True,,,,,,,,,,,,{},0,,0,
4111010051,北京舞蹈学院,北京市,北京市,,北京市,北京市,本科,,999999,[],False,教育部2026名录（CSV镜像）,,585,https://www.bda.edu.cn,北京市海淀区万寿寺路一号,True,,,,,,,,,,,,{},0,,0,
4111010052,中央民族大学,北京市,北京市,,北京市,北京市,本科,民1,99,"['985', '211', '双一流']",False,教育部2026名录（CSV镜像）,,45,https://www.muc.edu.cn/,"海淀校区：北京市海淀区中关村南大街27号,海南国际学院：海南省陵水黎安国际教育创新试验区,丰台校区： 北京市丰台区魏各庄路27号",True,,,,,,,,,,,"{'rankingId': 'legacy-shanghairanking-bcur', 'edition': '2026', 'sortValue': 99.0, 'label': '2026软科分类标签 民1', 'sourceUrl': 'https://www.shanghairanking.cn/rankings/bcur/2026', 'legacy': True}",{},0,,0,
4111010053,中国政法大学,北京市,北京市,,北京市,北京市,本科,政1,63,"['211', '双一流']",False,教育部2026名录（CSV镜像）,,569,https://www.cupl.edu.cn/,"海淀校区：北京市海淀区西土城路25号,昌平校区：北京市昌平区府学路27号",True,,,,,,,,,,,"{'rankingId': 'legacy-shanghairanking-bcur', 'edition': '2026', 'sortValue': 63.0, 'label': '2026软科分类标签 政1', 'sourceUrl': 'https://www.shanghairanking.cn/rankings/bcur/2026', 'legacy': True}",{},0,,0,
4111010054,华北电力大学,北京市,北京市,,北京市,北京市,本科,84,108,"['211', '双一流']",False,教育部2026名录（CSV镜像）,,,,,True,,,,,,,,,,,"{'rankingId': 'legacy-shanghairanking-bcur', 'edition': '2026', 'sortValue': 108.0, 'label': '2026软科主榜 84', 'sourceUrl': 'https://www.shanghairanking.cn/rankings/bcur/2026', 'legacy': True}",{},0,,0,
