scope_level,province,city,district,candidate_count,competition_pool_count,winner_uid,winner,winner_level,winner_private,winner_tags,decision_basis,decision_detail,evidence_strength,status,ranking_system,comparison_group,ranking_id,ranking_edition,ranking_list,ranking_category,ranking_scale_field,ranking_display,ranking_reference,ranking_source_url,location_basis,location_evidence,runner_up_uid,runner_up,runner_up_level,runner_up_system,runner_up_same_scale,unresolved_reason,comparable_candidates,needs_ranking_backfill,notes
country,,,,2934,2934,4111010003,清华大学,本科,no,985|211|双一流,comparable_ranking,清华大学 在同榜可比名次上优于 北京大学（软科 bcur）；候选池先按国家标签收敛：985,strong,resolved_strong,shanghairanking-bcur,shanghairanking-bcur,shanghairanking-bcur,2026,中国大学排名（主榜）,,rankOverall,2026软科 1,1,https://www.shanghairanking.cn/rankings/bcur/2026,entity_home,entity,4111010001,北京大学,本科,shanghairanking-bcur,yes,,清华大学|北京大学,no,
province,安徽省,,,126,126,4134010358,中国科学技术大学,本科,no,985|211|双一流,prestige_tag,985 标签优先于211（国家官方重点建设名单）,strong,resolved_strong,shanghairanking-bcur,shanghairanking-bcur,shanghairanking-bcur,2026,中国大学排名（主榜）,,rankOverall,2026软科 7,7,https://www.shanghairanking.cn/rankings/bcur/2026,entity_home,entity,4134010359,合肥工业大学,本科,shanghairanking-bcur,yes,,中国科学技术大学|合肥工业大学,no,
province,澳门特别行政区,,,0,0,,澳门大学,,,,reference_fallback,无学校主体候选，仅沿用省级参考标签,,reference_only,,,,,,,,,,,,,,,,,no,,,no,
province,北京市,,,92,92,4111010003,清华大学,本科,no,985|211|双一流,comparable_ranking,清华大学 在同榜可比名次上优于 北京大学（软科 bcur）；候选池先按国家标签收敛：985,strong,resolved_strong,shanghairanking-bcur,shanghairanking-bcur,shanghairanking-bcur,2026,中国大学排名（主榜）,,rankOverall,2026软科 1,1,https://www.shanghairanking.cn/rankings/bcur/2026,entity_home,entity,4111010001,北京大学,本科,shanghairanking-bcur,yes,,清华大学|北京大学,no,
province,重庆市,,,77,77,4150010611,重庆大学,本科,no,985|211|双一流,prestige_tag,985 标签优先于211（国家官方重点建设名单）,strong,resolved_strong,shanghairanking-bcur,shanghairanking-bcur,shanghairanking-bcur,2026,中国大学排名（主榜）,,rankOverall,2026软科 34,34,https://www.shanghairanking.cn/rankings/bcur/2026,entity_home,entity,4150010635,西南大学,本科,shanghairanking-bcur,yes,,重庆大学|西南大学,no,
province,福建省,,,90,90,4135010384,厦门大学,本科,no,985|211|双一流,prestige_tag,985 标签优先于211（国家官方重点建设名单）,strong,resolved_strong,shanghairanking-bcur,shanghairanking-bcur,shanghairanking-bcur,2026,中国大学排名（主榜）,,rankOverall,2026软科 25,25,https://www.shanghairanking.cn/rankings/bcur/2026,entity_home,entity,4135010386,福州大学,本科,shanghairanking-bcur,yes,,厦门大学|福州大学,no,
province,甘肃省,,,49,49,4162010730,兰州大学,本科,no,985|211|双一流,prestige_tag,985 标签优先于无重点标签（国家官方重点建设名单）,strong,resolved_strong,shanghairanking-bcur,shanghairanking-bcur,shanghairanking-bcur,2026,中国大学排名（主榜）,,rankOverall,2026软科 40,40,https://www.shanghairanking.cn/rankings/bcur/2026,entity_home,entity,4162010736,西北师范大学,本科,shanghairanking-bcur,yes,,兰州大学|西北师范大学,no,
province,广东省,,,165,165,4144010558,中山大学,本科,no,985|211|双一流,comparable_ranking,中山大学 在同榜可比名次上优于 南方科技大学（软科 bcur）；候选池先按国家标签收敛：985,strong,resolved_strong,shanghairanking-bcur,shanghairanking-bcur,shanghairanking-bcur,2026,中国大学排名（主榜）,,rankOverall,2026软科 13,13,https://www.shanghairanking.cn/rankings/bcur/2026,entity_home,entity,4144014325,南方科技大学,本科,shanghairanking-bcur,yes,,中山大学|南方科技大学,no,
province,广西壮族自治区,,,93,93,4145010593,广西大学,本科,no,211|双一流,prestige_tag,211 标签优先于无重点标签（国家官方重点建设名单）,strong,resolved_strong,shanghairanking-bcur,shanghairanking-bcur,shanghairanking-bcur,2026,中国大学排名（主榜）,,rankOverall,2026软科 86,86,https://www.shanghairanking.cn/rankings/bcur/2026,entity_home,entity,4145010602,广西师范大学,本科,shanghairanking-bcur,yes,,广西大学|广西师范大学,no,
province,贵州省,,,80,80,4152010657,贵州大学,本科,no,211|双一流,prestige_tag,211 标签优先于无重点标签（国家官方重点建设名单）,strong,resolved_strong,shanghairanking-bcur,shanghairanking-bcur,shanghairanking-bcur,2026,中国大学排名（主榜）,,rankOverall,2026软科 85,85,https://www.shanghairanking.cn/rankings/bcur/2026,entity_home,entity,4152010661,遵义医科大学,本科,shanghairanking-bcur,yes,,贵州大学|遵义医科大学,no,
province,海南省,,,29,29,4146010589,海南大学,本科,no,211|双一流,prestige_tag,211 标签优先于无重点标签（国家官方重点建设名单）,strong,resolved_strong,shanghairanking-bcur,shanghairanking-bcur,shanghairanking-bcur,2026,中国大学排名（主榜）,,rankOverall,2026软科 87,87,https://www.shanghairanking.cn/rankings/bcur/2026,entity_home,entity,4146011658,海南师范大学,本科,shanghairanking-bcur,yes,,海南大学|海南师范大学,no,
province,河北省,,,131,131,4113016204,河北工业职业技术大学,本科,no,,public_before_private,同层次同标签下公办优先（按当前项目政策，非排名证据）；候选池先按层次收敛：本科层次优先于更低层次（项目层次政策）,policy,resolved_policy,shanghairanking-bcvcr-public-vocational-undergraduate,shanghairanking-bcvcr-public-vocational-undergraduate,shanghairanking-bcvcr-public-vocational-undergraduate,2026,中国职业本科大学排名,,ranking,2026软科职业本科大学 14,14,https://www.shanghairanking.cn/rankings/bcvcr/2026749,entity_home,entity,4113016203,河北科技工程职业技术大学,本科,shanghairanking-bcvcr-public-vocational-undergraduate,yes,,河北工业职业技术大学|河北科技工程职业技术大学,yes,2 leading candidate(s) carry no official list ranking
province,河南省,,,182,182,4141010459,郑州大学,本科,no,211|双一流,prestige_tag,211 标签优先于双一流（国家官方重点建设名单）,strong,resolved_strong,shanghairanking-bcur,shanghairanking-bcur,shanghairanking-bcur,2026,中国大学排名（主榜）,,rankOverall,2026软科 44,44,https://www.shanghairanking.cn/rankings/bcur/2026,entity_home,entity,4141010475,河南大学,本科,shanghairanking-bcur,yes,,郑州大学|河南大学,no,
province,黑龙江省,,,81,81,4123010213,哈尔滨工业大学,本科,no,985|211|双一流,prestige_tag,985 标签优先于211（国家官方重点建设名单）,strong,resolved_strong,shanghairanking-bcur,shanghairanking-bcur,shanghairanking-bcur,2026,中国大学排名（主榜）,,rankOverall,2026软科 12,12,https://www.shanghairanking.cn/rankings/bcur/2026,entity_home,entity,4123010217,哈尔滨工程大学,本科,shanghairanking-bcur,yes,,哈尔滨工业大学|哈尔滨工程大学,no,
province,湖北省,,,134,134,4142010486,武汉大学,本科,no,985|211|双一流,comparable_ranking,武汉大学 在同榜可比名次上优于 华中科技大学（软科 bcur）；候选池先按国家标签收敛：985,strong,resolved_strong,shanghairanking-bcur,shanghairanking-bcur,shanghairanking-bcur,2026,中国大学排名（主榜）,,rankOverall,2026软科 8,8,https://www.shanghairanking.cn/rankings/bcur/2026,entity_home,entity,4142010487,华中科技大学,本科,shanghairanking-bcur,yes,,武汉大学|华中科技大学,no,
province,湖南省,,,147,147,4143010533,中南大学,本科,no,985|211|双一流,comparable_ranking,中南大学 在同榜可比名次上优于 湖南大学（软科 bcur）；候选池先按国家标签收敛：985,strong,resolved_strong,shanghairanking-bcur,shanghairanking-bcur,shanghairanking-bcur,2026,中国大学排名（主榜）,,rankOverall,2026软科 27,27,https://www.shanghairanking.cn/rankings/bcur/2026,entity_home,entity,4143010532,湖南大学,本科,shanghairanking-bcur,yes,,中南大学|湖南大学,no,
province,吉林省,,,68,68,4122010183,吉林大学,本科,no,985|211|双一流,prestige_tag,985 标签优先于211（国家官方重点建设名单）,strong,resolved_strong,shanghairanking-bcur,shanghairanking-bcur,shanghairanking-bcur,2026,中国大学排名（主榜）,,rankOverall,2026软科 26,26,https://www.shanghairanking.cn/rankings/bcur/2026,entity_home,entity,4122010200,东北师范大学,本科,shanghairanking-bcur,yes,,吉林大学|东北师范大学,no,
province,江苏省,,,174,174,4132010284,南京大学,本科,no,985|211|双一流,comparable_ranking,南京大学 在同榜可比名次上优于 东南大学（软科 bcur）；候选池先按国家标签收敛：985,strong,resolved_strong,shanghairanking-bcur,shanghairanking-bcur,shanghairanking-bcur,2026,中国大学排名（主榜）,,rankOverall,2026软科 6,6,https://www.shanghairanking.cn/rankings/bcur/2026,entity_home,entity,4132010286,东南大学,本科,shanghairanking-bcur,yes,,南京大学|东南大学,no,
province,江西省,,,120,120,4136010403,南昌大学,本科,no,211|双一流,prestige_tag,211 标签优先于无重点标签（国家官方重点建设名单）,strong,resolved_strong,shanghairanking-bcur,shanghairanking-bcur,shanghairanking-bcur,2026,中国大学排名（主榜）,,rankOverall,2026软科 74,74,https://www.shanghairanking.cn/rankings/bcur/2026,entity_home,entity,4136010421,江西财经大学,本科,shanghairanking-bcur,yes,,南昌大学|江西财经大学,no,
province,辽宁省,,,111,111,4121010141,大连理工大学,本科,no,985|211|双一流,comparable_ranking,大连理工大学 在同榜可比名次上优于 东北大学（软科 bcur）；候选池先按国家标签收敛：985,strong,resolved_strong,shanghairanking-bcur,shanghairanking-bcur,shanghairanking-bcur,2026,中国大学排名（主榜）,,rankOverall,2026软科 28,28,https://www.shanghairanking.cn/rankings/bcur/2026,entity_home,entity,4121010145,东北大学,本科,shanghairanking-bcur,yes,,大连理工大学|东北大学,no,
province,内蒙古自治区,,,52,52,4115010126,内蒙古大学,本科,no,211|双一流,prestige_tag,211 标签优先于无重点标签（国家官方重点建设名单）,strong,resolved_strong,shanghairanking-bcur,shanghairanking-bcur,shanghairanking-bcur,2026,中国大学排名（主榜）,,rankOverall,2026软科 114,114,https://www.shanghairanking.cn/rankings/bcur/2026,entity_home,entity,4115010129,内蒙古农业大学,本科,shanghairanking-bcur,yes,,内蒙古大学|内蒙古农业大学,no,
province,宁夏回族自治区,,,24,24,4164010749,宁夏大学,本科,no,211|双一流,prestige_tag,211 标签优先于无重点标签（国家官方重点建设名单）,strong,resolved_strong,shanghairanking-bcur,shanghairanking-bcur,shanghairanking-bcur,2026,中国大学排名（主榜）,,rankOverall,2026软科 137,137,https://www.shanghairanking.cn/rankings/bcur/2026,entity_home,entity,4164010752,宁夏医科大学,本科,shanghairanking-bcur,yes,,宁夏大学|宁夏医科大学,no,
province,青海省,,,13,13,4163010743,青海大学,本科,no,211|双一流,prestige_tag,211 标签优先于无重点标签（国家官方重点建设名单）,strong,resolved_strong,shanghairanking-bcur,shanghairanking-bcur,shanghairanking-bcur,2026,中国大学排名（主榜）,,rankOverall,2026软科 203,203,https://www.shanghairanking.cn/rankings/bcur/2026,entity_home,entity,4163010746,青海师范大学,本科,shanghairanking-bcur,yes,,青海大学|青海师范大学,no,
province,山东省,,,170,170,4137010422,山东大学,本科,no,985|211|双一流,comparable_ranking,山东大学 在同榜可比名次上优于 中国海洋大学（软科 bcur）；候选池先按国家标签收敛：985,strong,resolved_strong,shanghairanking-bcur,shanghairanking-bcur,shanghairanking-bcur,2026,中国大学排名（主榜）,,rankOverall,2026软科 22,22,https://www.shanghairanking.cn/rankings/bcur/2026,entity_home,entity,4137010423,中国海洋大学,本科,shanghairanking-bcur,yes,,山东大学|中国海洋大学,no,
province,山西省,,,84,84,4114010112,太原理工大学,本科,no,211|双一流,prestige_tag,211 标签优先于双一流（国家官方重点建设名单）,strong,resolved_strong,shanghairanking-bcur,shanghairanking-bcur,shanghairanking-bcur,2026,中国大学排名（主榜）,,rankOverall,2026软科 97,97,https://www.shanghairanking.cn/rankings/bcur/2026,entity_home,entity,4114010108,山西大学,本科,shanghairanking-bcur,yes,,太原理工大学|山西大学,no,
province,陕西省,,,97,97,4161010698,西安交通大学,本科,no,985|211|双一流,comparable_ranking,西安交通大学 在同榜可比名次上优于 西北工业大学（软科 bcur）；候选池先按国家标签收敛：985,strong,resolved_strong,shanghairanking-bcur,shanghairanking-bcur,shanghairanking-bcur,2026,中国大学排名（主榜）,,rankOverall,2026软科 10,10,https://www.shanghairanking.cn/rankings/bcur/2026,entity_home,entity,4161010699,西北工业大学,本科,shanghairanking-bcur,yes,,西安交通大学|西北工业大学,no,
province,上海市,,,67,67,4131010248,上海交通大学,本科,no,985|211|双一流,comparable_ranking,上海交通大学 在同榜可比名次上优于 复旦大学（软科 bcur）；候选池先按国家标签收敛：985,strong,resolved_strong,shanghairanking-bcur,shanghairanking-bcur,shanghairanking-bcur,2026,中国大学排名（主榜）,,rankOverall,2026软科 4,4,https://www.shanghairanking.cn/rankings/bcur/2026,entity_home,entity,4131010246,复旦大学,本科,shanghairanking-bcur,yes,,上海交通大学|复旦大学,no,
province,四川省,,,146,146,4151010610,四川大学,本科,no,985|211|双一流,comparable_ranking,四川大学 在同榜可比名次上优于 电子科技大学（软科 bcur）；候选池先按国家标签收敛：985,strong,resolved_strong,shanghairanking-bcur,shanghairanking-bcur,shanghairanking-bcur,2026,中国大学排名（主榜）,,rankOverall,2026软科 16,16,https://www.shanghairanking.cn/rankings/bcur/2026,entity_home,entity,4151010614,电子科技大学,本科,shanghairanking-bcur,yes,,四川大学|电子科技大学,no,
province,台湾省,,,0,0,,国立台湾大学,,,,reference_fallback,无学校主体候选，仅沿用省级参考标签,,reference_only,,,,,,,,,,,,,,,,,no,,,no,
province,天津市,,,57,57,4112010056,天津大学,本科,no,985|211|双一流,comparable_ranking,天津大学 在同榜可比名次上优于 南开大学（软科 bcur）；候选池先按国家标签收敛：985,strong,resolved_strong,shanghairanking-bcur,shanghairanking-bcur,shanghairanking-bcur,2026,中国大学排名（主榜）,,rankOverall,2026软科 20,20,https://www.shanghairanking.cn/rankings/bcur/2026,entity_home,entity,4112010055,南开大学,本科,shanghairanking-bcur,yes,,天津大学|南开大学,no,
province,西藏自治区,,,7,7,4154010694,西藏大学,本科,no,211|双一流,prestige_tag,211 标签优先于无重点标签（国家官方重点建设名单）,strong,resolved_strong,shanghairanking-bcur,shanghairanking-bcur,shanghairanking-bcur,2026,中国大学排名（主榜）,,rankOverall,2026软科 201,201,https://www.shanghairanking.cn/rankings/bcur/2026,entity_home,entity,4154010696,西藏藏医药大学,本科,shanghairanking-bcur,yes,,西藏大学|西藏藏医药大学,no,
province,香港特别行政区,,,0,0,,香港大学,,,,reference_fallback,无学校主体候选，仅沿用省级参考标签,,reference_only,,,,,,,,,,,,,,,,,no,,,no,
province,新疆维吾尔自治区,,,67,67,4165010755,新疆大学,本科,no,211|双一流,comparable_ranking,新疆大学 在同榜可比名次上优于 石河子大学（软科 bcur）；候选池先按国家标签收敛：211,strong,resolved_strong,shanghairanking-bcur,shanghairanking-bcur,shanghairanking-bcur,2026,中国大学排名（主榜）,,rankOverall,2026软科 131,131,https://www.shanghairanking.cn/rankings/bcur/2026,entity_home,entity,4165010759,石河子大学,本科,shanghairanking-bcur,yes,,新疆大学|石河子大学,no,
province,云南省,,,90,90,4153010673,云南大学,本科,no,211|双一流,prestige_tag,211 标签优先于无重点标签（国家官方重点建设名单）,strong,resolved_strong,shanghairanking-bcur,shanghairanking-bcur,shanghairanking-bcur,2026,中国大学排名（主榜）,,rankOverall,2026软科 71,71,https://www.shanghairanking.cn/rankings/bcur/2026,entity_home,entity,4153010674,昆明理工大学,本科,shanghairanking-bcur,yes,,云南大学|昆明理工大学,no,
province,浙江省,,,111,111,4133010335,浙江大学,本科,no,985|211|双一流,prestige_tag,985 标签优先于无重点标签（国家官方重点建设名单）,strong,resolved_strong,shanghairanking-bcur,shanghairanking-bcur,shanghairanking-bcur,2026,中国大学排名（主榜）,,rankOverall,2026软科 3,3,https://www.shanghairanking.cn/rankings/bcur/2026,entity_home,entity,4133016301,宁波诺丁汉大学,本科,shanghairanking-bcur,yes,,浙江大学|宁波诺丁汉大学,no,
city,安徽省,安庆市,,5,5,4134010372,安庆师范大学,本科,no,,level_order,本科层次优先于更低层次候选（项目层次政策）,policy,resolved_policy,shanghairanking-bcur,shanghairanking-bcur,shanghairanking-bcur,2026,中国大学排名（主榜）,,rankOverall,2026软科 340,340,https://www.shanghairanking.cn/rankings/bcur/2026,entity_home,entity,,,,,no,,安庆师范大学,no,no comparable second place: the deciding rule set aside the other 4 candidate(s) without leaving anybody on the winner's own scale
city,安徽省,蚌埠市,,7,7,4134010378,安徽财经大学,本科,no,,public_before_private,同层次同标签下公办优先（按当前项目政策，非排名证据）；公办候选之间再按同榜名次比较；候选池先按层次收敛：本科层次优先于更低层次（项目层次政策）,policy,resolved_policy,shanghairanking-bcur,shanghairanking-bcur,shanghairanking-bcur,2026,中国财经类大学排名,财经,rankOverall,2026软科财经 17 · 主榜参考 202,202,https://www.shanghairanking.cn/rankings/bcur/202622,entity_home,entity,4134010367,蚌埠医科大学,本科,shanghairanking-bcur,yes,,安徽财经大学|蚌埠医科大学,yes,
city,安徽省,亳州市,,2,2,4134012926,亳州学院,本科,no,,level_order,本科层次优先于更低层次候选（项目层次政策）,policy,resolved_policy,shanghairanking-bcur,shanghairanking-bcur,shanghairanking-bcur,2026,中国大学排名（主榜）,,rankOverall,2026软科 500+,500+,https://www.shanghairanking.cn/rankings/bcur/2026,entity_home,entity,,,,,no,,亳州学院,no,no comparable second place: the deciding rule set aside the other 1 candidate(s) without leaving anybody on the winner's own scale
city,安徽省,池州市,,3,3,4134011306,池州学院,本科,no,,level_order,本科层次优先于更低层次候选（项目层次政策）,policy,resolved_policy,shanghairanking-bcur,shanghairanking-bcur,shanghairanking-bcur,2026,中国大学排名（主榜）,,rankOverall,2026软科 500+,500+,https://www.shanghairanking.cn/rankings/bcur/2026,entity_home,entity,,,,,no,,池州学院,no,no comparable second place: the deciding rule set aside the other 2 candidate(s) without leaving anybody on the winner's own scale
city,安徽省,滁州市,,4,4,4134010879,安徽科技工程大学,本科,no,,comparable_ranking,安徽科技工程大学 在同榜可比名次上优于 滁州学院（软科 bcur）；候选池先按层次收敛：本科层次优先于更低层次（项目层次政策）,strong,resolved_strong,shanghairanking-bcur,shanghairanking-bcur,shanghairanking-bcur,2026,中国大学排名（主榜）,,rankOverall,2026软科 361,361,https://www.shanghairanking.cn/rankings/bcur/2026,entity_home,entity,4134010377,滁州学院,本科,shanghairanking-bcur,yes,,安徽科技工程大学|滁州学院,no,
city,安徽省,阜阳市,,6,6,4134010371,阜阳师范大学,本科,no,,public_before_private,同层次同标签下公办优先（按当前项目政策，非排名证据）；候选池先按层次收敛：本科层次优先于更低层次（项目层次政策）,policy,resolved_policy,shanghairanking-bcur,shanghairanking-bcur,shanghairanking-bcur,2026,中国大学排名（主榜）,,rankOverall,2026软科 384,384,https://www.shanghairanking.cn/rankings/bcur/2026,entity_home,entity,,,,,no,,阜阳师范大学,yes,no comparable second place: the deciding rule set aside the other 5 candidate(s) without leaving anybody on the winner's own scale
city,安徽省,合肥市,,56,56,4134010358,中国科学技术大学,本科,no,985|211|双一流,prestige_tag,985 标签优先于211（国家官方重点建设名单）,strong,resolved_strong,shanghairanking-bcur,shanghairanking-bcur,shanghairanking-bcur,2026,中国大学排名（主榜）,,rankOverall,2026软科 7,7,https://www.shanghairanking.cn/rankings/bcur/2026,entity_home,entity,4134010359,合肥工业大学,本科,shanghairanking-bcur,yes,,中国科学技术大学|合肥工业大学,no,
city,安徽省,淮北市,,4,4,4134010373,淮北师范大学,本科,no,,public_before_private,同层次同标签下公办优先（按当前项目政策，非排名证据）；候选池先按层次收敛：本科层次优先于更低层次（项目层次政策）,policy,resolved_policy,shanghairanking-bcur,shanghairanking-bcur,shanghairanking-bcur,2026,中国大学排名（主榜）,,rankOverall,2026软科 330,330,https://www.shanghairanking.cn/rankings/bcur/2026,entity_home,entity,,,,,no,,淮北师范大学,yes,no comparable second place: the deciding rule set aside the other 3 candidate(s) without leaving anybody on the winner's own scale
city,安徽省,淮南市,,6,6,4134010361,安徽理工大学,本科,no,,comparable_ranking,安徽理工大学 在同榜可比名次上优于 淮南师范学院（软科 bcur）；候选池先按层次收敛：本科层次优先于更低层次（项目层次政策）,strong,resolved_strong,shanghairanking-bcur,shanghairanking-bcur,shanghairanking-bcur,2026,中国大学排名（主榜）,,rankOverall,2026软科 180,180,https://www.shanghairanking.cn/rankings/bcur/2026,entity_home,entity,4134010381,淮南师范学院,本科,shanghairanking-bcur,yes,,安徽理工大学|淮南师范学院,no,
city,安徽省,黄山市,,3,3,4134010375,黄山学院,本科,no,,level_order,本科层次优先于更低层次候选（项目层次政策）,policy,resolved_policy,shanghairanking-bcur,shanghairanking-bcur,shanghairanking-bcur,2026,中国大学排名（主榜）,,rankOverall,2026软科 481,481,https://www.shanghairanking.cn/rankings/bcur/2026,entity_home,entity,,,,,no,,黄山学院,no,no comparable second place: the deciding rule set aside the other 2 candidate(s) without leaving anybody on the winner's own scale
city,安徽省,六安市,,5,5,4134010376,皖西学院,本科,no,,level_order,本科层次优先于更低层次候选（项目层次政策）,policy,resolved_policy,shanghairanking-bcur,shanghairanking-bcur,shanghairanking-bcur,2026,中国大学排名（主榜）,,rankOverall,2026软科 417,417,https://www.shanghairanking.cn/rankings/bcur/2026,entity_home,entity,,,,,no,,皖西学院,no,no comparable second place: the deciding rule set aside the other 4 candidate(s) without leaving anybody on the winner's own scale
city,安徽省,马鞍山市,,6,6,4134010360,安徽工业大学,本科,no,,public_before_private,同层次同标签下公办优先（按当前项目政策，非排名证据）；候选池先按层次收敛：本科层次优先于更低层次（项目层次政策）,policy,resolved_policy,shanghairanking-bcur,shanghairanking-bcur,shanghairanking-bcur,2026,中国大学排名（主榜）,,rankOverall,2026软科 193,193,https://www.shanghairanking.cn/rankings/bcur/2026,entity_home,entity,,,,,no,,安徽工业大学,yes,no comparable second place: the deciding rule set aside the other 5 candidate(s) without leaving anybody on the winner's own scale
city,安徽省,宿州市,,4,4,4134010379,宿州学院,本科,no,,level_order,本科层次优先于更低层次候选（项目层次政策）,policy,resolved_policy,shanghairanking-bcur,shanghairanking-bcur,shanghairanking-bcur,2026,中国大学排名（主榜）,,rankOverall,2026软科 490,490,https://www.shanghairanking.cn/rankings/bcur/2026,entity_home,entity,,,,,no,,宿州学院,no,no comparable second place: the deciding rule set aside the other 3 candidate(s) without leaving anybody on the winner's own scale
city,安徽省,铜陵市,,3,3,4134010383,铜陵学院,本科,no,,level_order,本科层次优先于更低层次候选（项目层次政策）,policy,resolved_policy,shanghairanking-bcur,shanghairanking-bcur,shanghairanking-bcur,2026,中国财经类大学排名,财经,rankOverall,2026软科财经 46+ · 主榜参考 500+,500+,https://www.shanghairanking.cn/rankings/bcur/202622,entity_home,entity,,,,,no,,铜陵学院,no,no comparable second place: the deciding rule set aside the other 2 candidate(s) without leaving anybody on the winner's own scale
city,安徽省,芜湖市,,11,11,4134010370,安徽师范大学,本科,no,,public_before_private,同层次同标签下公办优先（按当前项目政策，非排名证据）；候选池先按层次收敛：本科层次优先于更低层次（项目层次政策）,policy,resolved_policy,shanghairanking-bcur,shanghairanking-bcur,shanghairanking-bcur,2026,中国大学排名（主榜）,,rankOverall,2026软科 145,145,https://www.shanghairanking.cn/rankings/bcur/2026,entity_home,entity,4134010363,安徽工程大学,本科,shanghairanking-bcur,yes,,安徽师范大学|安徽工程大学,yes,
city,安徽省,宣城市,,1,1,4134013061,宣城职业技术学院,专科,no,,single_candidate,该行政单元在现行口径下只有 1 个候选，无需比较,policy,resolved_policy,shanghairanking-bcvcr-public-vocational,shanghairanking-bcvcr-public-vocational,shanghairanking-bcvcr-public-vocational,2026,中国高职专科院校排名（总榜）,理工,rankOverall,2026软科高职理工 230+ · 高职专科总榜 500+,500+,https://www.shanghairanking.cn/rankings/bcvcr/2026623,entity_home,entity,,,,,no,,宣城职业技术学院,no,
city,澳门特别行政区,澳门特别行政区,,0,0,,,,,,,,,no_candidate,,,,,,,,,,,,,,,,,no,,,no,
city,北京市,北京市,,92,92,4111010003,清华大学,本科,no,985|211|双一流,comparable_ranking,清华大学 在同榜可比名次上优于 北京大学（软科 bcur）；候选池先按国家标签收敛：985,strong,resolved_strong,shanghairanking-bcur,shanghairanking-bcur,shanghairanking-bcur,2026,中国大学排名（主榜）,,rankOverall,2026软科 1,1,https://www.shanghairanking.cn/rankings/bcur/2026,entity_home,entity,4111010001,北京大学,本科,shanghairanking-bcur,yes,,清华大学|北京大学,no,
city,重庆市,重庆市,,77,77,4150010611,重庆大学,本科,no,985|211|双一流,prestige_tag,985 标签优先于211（国家官方重点建设名单）,strong,resolved_strong,shanghairanking-bcur,shanghairanking-bcur,shanghairanking-bcur,2026,中国大学排名（主榜）,,rankOverall,2026软科 34,34,https://www.shanghairanking.cn/rankings/bcur/2026,entity_home,entity,4150010635,西南大学,本科,shanghairanking-bcur,yes,,重庆大学|西南大学,no,
city,福建省,福州市,,35,35,4135010386,福州大学,本科,no,211|双一流,prestige_tag,211 标签优先于无重点标签（国家官方重点建设名单）,strong,resolved_strong,shanghairanking-bcur,shanghairanking-bcur,shanghairanking-bcur,2026,中国大学排名（主榜）,,rankOverall,2026软科 77,77,https://www.shanghairanking.cn/rankings/bcur/2026,entity_home,entity,4135010394,福建师范大学,本科,shanghairanking-bcur,yes,,福州大学|福建师范大学,no,
city,福建省,龙岩市,,2,2,4135011312,龙岩学院,本科,no,,level_order,本科层次优先于更低层次候选（项目层次政策）,policy,resolved_policy,shanghairanking-bcur,shanghairanking-bcur,shanghairanking-bcur,2026,中国大学排名（主榜）,,rankOverall,2026软科 398,398,https://www.shanghairanking.cn/rankings/bcur/2026,entity_home,entity,,,,,no,,龙岩学院,no,no comparable second place: the deciding rule set aside the other 1 candidate(s) without leaving anybody on the winner's own scale
city,福建省,南平市,,4,4,4135010397,武夷学院,本科,no,,level_order,本科层次优先于更低层次候选（项目层次政策）,policy,resolved_policy,shanghairanking-bcur,shanghairanking-bcur,shanghairanking-bcur,2026,中国大学排名（主榜）,,rankOverall,2026软科 426,426,https://www.shanghairanking.cn/rankings/bcur/2026,entity_home,entity,,,,,no,,武夷学院,no,no comparable second place: the deciding rule set aside the other 3 candidate(s) without leaving anybody on the winner's own scale
city,福建省,宁德市,,2,2,4135010398,宁德师范学院,本科,no,,level_order,本科层次优先于更低层次候选（项目层次政策）,policy,resolved_policy,shanghairanking-bcur,shanghairanking-bcur,shanghairanking-bcur,2026,中国大学排名（主榜）,,rankOverall,2026软科 450,450,https://www.shanghairanking.cn/rankings/bcur/2026,entity_home,entity,,,,,no,,宁德师范学院,no,no comparable second place: the deciding rule set aside the other 1 candidate(s) without leaving anybody on the winner's own scale
city,福建省,莆田市,,2,2,4135011498,莆田学院,本科,no,,level_order,本科层次优先于更低层次候选（项目层次政策）,policy,resolved_policy,shanghairanking-bcur,shanghairanking-bcur,shanghairanking-bcur,2026,中国大学排名（主榜）,,rankOverall,2026软科 391,391,https://www.shanghairanking.cn/rankings/bcur/2026,entity_home,entity,,,,,no,,莆田学院,no,no comparable second place: the deciding rule set aside the other 1 candidate(s) without leaving anybody on the winner's own scale
city,福建省,泉州市,,18,18,4135010385,华侨大学,本科,no,,public_before_private,同层次同标签下公办优先（按当前项目政策，非排名证据）；候选池先按层次收敛：本科层次优先于更低层次（项目层次政策）,policy,resolved_policy,shanghairanking-bcur,shanghairanking-bcur,shanghairanking-bcur,2026,中国大学排名（主榜）,,rankOverall,2026软科 139,139,https://www.shanghairanking.cn/rankings/bcur/2026,entity_home,entity,4135010399,泉州师范学院,本科,shanghairanking-bcur,yes,,华侨大学|泉州师范学院,yes,
