campus_id,uid,学校,省份,城市,校区,地址,来源类型,状态
PROFILE1630_0,4115013741,科尔沁艺术职业学院,内蒙古自治区,通辽市,办学地点（档案未命名）,内蒙古自治区通辽经济开发区辽河大街东段,profile,本轮读取第三方档案 · 仅定位至城市，县区待核 · 办学状态仍需官网复核
PROFILE1623_0,4122013916,长春信息技术职业学院,吉林省,长春市,卓越校区,吉林省长春市高新区卓越大街881号,profile,本轮读取第三方档案 · 仅定位至城市，县区待核 · 办学状态仍需官网复核
PROFILE1623_1,4122013916,长春信息技术职业学院,吉林省,长春市,宜居路校区,吉林省长春市长春高新技术产业开发区硅谷街道宜居社区卓越大街3666号,profile,本轮读取第三方档案 · 仅定位至城市，县区待核 · 办学状态仍需官网复核
PROFILE1621_0,4122013662,长春人文学院,吉林省,长春市,东校区,吉林省长春市净月高新技术产业开发区博硕路1488号,profile,本轮读取第三方档案 · 仅定位至城市，县区待核 · 办学状态仍需官网复核
PROFILE1616_0,4122013161,长春职业技术大学,吉林省,长春市,卫星校区,吉林省长春市长春经济技术开发区临河街道北海社区卫星路3278号,profile,本轮读取第三方档案 · 仅定位至城市，县区待核 · 办学状态仍需官网复核
PROFILE1616_1,4122013161,长春职业技术大学,吉林省,长春市,世纪校区,吉林省长春市长春经济技术开发区世纪街道红星社区净月大街289号,profile,本轮读取第三方档案 · 仅定位至城市，县区待核 · 办学状态仍需官网复核
PROFILE1611_0,4122012049,吉林交通职业技术学院,吉林省,长春市,校本部,吉林省长春市高新区电台街63号,profile,本轮读取第三方档案 · 仅定位至城市，县区待核 · 办学状态仍需官网复核
PROFILE1608_0,4122013743,白城医学高等专科学校,吉林省,白城市,办学地点（档案未命名）,吉林省白城市棉纺路27号,profile,本轮读取第三方档案 · 仅定位至城市，县区待核 · 办学状态仍需官网复核
PROFILE1606_0,4122011441,吉林警察学院,吉林省,长春市,净月校区,吉林省长春市长春净月高新技术产业开发区博硕街道博硕社区博硕路1399号,profile,本轮读取第三方档案 · 仅定位至城市，县区待核 · 办学状态仍需官网复核
PROFILE1589_0,4132012702,无锡商业职业技术学院,江苏省,无锡市,九龙校区,江苏省无锡市钱胡路809号,profile,本轮读取第三方档案 · 仅定位至城市，县区待核 · 办学状态仍需官网复核
PROFILE1588_1,4162012832,兰州外语职业学院,甘肃省,兰州市,兰州新区,甘肃省兰州市新区职教园区长江大道888号,profile,本轮读取第三方档案 · 仅定位至城市，县区待核 · 办学状态仍需官网复核
PROFILE1578_1,4113013593,石家庄铁道大学四方学院,河北省,石家庄市,西校区,河北省石家庄市中山路西北方大学园,profile,本轮读取第三方档案 · 仅定位至城市，县区待核 · 办学状态仍需官网复核
PROFILE1572_1,4152012822,黔东南民族职业技术学院,贵州省,黔东南苗族侗族自治州,万达校区,贵州省丹寨金钟经济开发区长兴大道北侧,profile,本轮读取第三方档案 · 仅定位至城市，县区待核 · 办学状态仍需官网复核
PROFILE1562_0,4152012824,遵义职业技术学院,贵州省,遵义市,新蒲校区,贵州省遵义市新蒲新区大学城长征大道,profile,本轮读取第三方档案 · 仅定位至城市，县区待核 · 办学状态仍需官网复核
PROFILE1562_1,4152012824,遵义职业技术学院,贵州省,遵义市,虾子校区,贵州省遵义市新蒲新区虾子镇文化西路57号,profile,本轮读取第三方档案 · 仅定位至城市，县区待核 · 办学状态仍需官网复核
PROFILE1557_1,4142014035,武汉设计工程学院,湖北省,武汉市,红安校区,湖北省红安经济开发区红安大道特9号,profile,本轮读取第三方档案 · 仅定位至城市，县区待核 · 办学状态仍需官网复核
PROFILE1546_0,4122011436,长春汽车职业技术大学,吉林省,长春市,校本部,吉林省长春市新红旗大街1777号,profile,本轮读取第三方档案 · 仅定位至城市，县区待核 · 办学状态仍需官网复核
PROFILE1546_2,4122011436,长春汽车职业技术大学,吉林省,长春市,前程校区,吉林省长春市长春汽车经济技术开发区前程街道富锋村委会心叶路1333号,profile,本轮读取第三方档案 · 仅定位至城市，县区待核 · 办学状态仍需官网复核
PROFILE1539_0,4113014225,河北东方学院,河北省,廊坊市,主校区,河北省廊坊市开发区东方大学城一期圣陶路,profile,本轮读取第三方档案 · 仅定位至城市，县区待核 · 办学状态仍需官网复核
PROFILE1539_1,4113014225,河北东方学院,河北省,廊坊市,医学院校区,河北省廊坊市开发区东方大学城二期白居易道,profile,本轮读取第三方档案 · 仅定位至城市，县区待核 · 办学状态仍需官网复核
PROFILE1539_2,4113014225,河北东方学院,河北省,廊坊市,文物与艺术学院校区,河北省廊坊市开发区东方大学城一期圣陶路东,profile,本轮读取第三方档案 · 仅定位至城市，县区待核 · 办学状态仍需官网复核
PROFILE1524_1,4115013699,乌兰察布职业学院,内蒙古自治区,乌兰察布市,平地泉校区,内蒙古自治区乌兰察布市察右前旗平地泉镇,profile,本轮读取第三方档案 · 仅定位至城市，县区待核 · 办学状态仍需官网复核
PROFILE1520_0,4141011069,开封大学,河南省,开封市,办学地点（档案未命名）,河南省开封市东京大道,profile,本轮读取第三方档案 · 仅定位至城市，县区待核 · 办学状态仍需官网复核
PROFILE1519_0,4134012926,亳州学院,安徽省,亳州市,南湖校区,安徽省亳州市高新技术产业开发区汤王大道2266号,profile,本轮读取第三方档案 · 仅定位至城市，县区待核 · 办学状态仍需官网复核
PROFILE1519_1,4134012926,亳州学院,安徽省,亳州市,文采校区,安徽省亳州市高新技术产业开发区文采路,profile,本轮读取第三方档案 · 仅定位至城市，县区待核 · 办学状态仍需官网复核
PROFILE1518_0,4141011765,河南城建学院,河南省,平顶山市,主校区,河南省平顶山市新城区龙翔大道,profile,本轮读取第三方档案 · 仅定位至城市，县区待核 · 办学状态仍需官网复核
PROFILE1512_1,4141012747,郑州工业应用技术学院,河南省,郑州市,西校区,河南省郑州市新郑新村镇107国道路东,profile,本轮读取第三方档案 · 仅定位至城市，县区待核 · 办学状态仍需官网复核
PROFILE1499_1,4150012608,重庆工程学院,重庆市,重庆市,双桥校区,重庆市双桥经济开发区西湖大道76号,profile,本轮读取第三方档案 · 仅定位至城市，县区待核 · 办学状态仍需官网复核
PROFILE1481_1,4150010870,重庆航天职业技术学院,重庆市,重庆市,两江校区,重庆市两江新区两江大道1000号,profile,本轮读取第三方档案 · 仅定位至城市，县区待核 · 办学状态仍需官网复核
PROFILE1451_0,4152014011,遵义医药高等专科学校,贵州省,遵义市,办学地点（档案未命名）,贵州省遵义市新蒲新区大学城平安北路8号,profile,本轮读取第三方档案 · 仅定位至城市，县区待核 · 办学状态仍需官网复核
PROFILE1435_1,4132010848,无锡职业技术大学,江苏省,无锡市,宜兴校区,江苏省无锡市宜兴环保科技工业园,profile,本轮读取第三方档案 · 仅定位至城市，县区待核 · 办学状态仍需官网复核
PROFILE1430_0,4141011788,河南警察学院,河南省,郑州市,校本部,河南省郑州市郑东新区龙子湖东路1号,profile,本轮读取第三方档案 · 仅定位至城市，县区待核 · 办学状态仍需官网复核
PROFILE1430_1,4141011788,河南警察学院,河南省,开封市,开封校区,河南省开封市开封市市辖区东京大道,profile,本轮读取第三方档案 · 仅定位至城市，县区待核 · 办学状态仍需官网复核
PROFILE1429_0,4134012925,安徽第二医学院,安徽省,淮南市,新桥校区,安徽省淮南市新桥国际产业园迎宾大道与寿州大道交口,profile,本轮读取第三方档案 · 仅定位至城市，县区待核 · 办学状态仍需官网复核
PROFILE1428_1,4114012774,晋城职业技术学院,山西省,晋城市,凤台校区,晋城市凤台东街1658号,profile,本轮读取第三方档案 · 仅定位至城市，县区待核 · 办学状态仍需官网复核
PROFILE1424_0,4142012991,武汉商贸职业学院,湖北省,武汉市,武汉校区,湖北省武汉市东湖新技术开发区光谷二路225号,profile,本轮读取第三方档案 · 仅定位至城市，县区待核 · 办学状态仍需官网复核
PROFILE1424_1,4142012991,武汉商贸职业学院,湖北省,武汉市,红安校区,湖北省红安经济开发区金山大道18号,profile,本轮读取第三方档案 · 仅定位至城市，县区待核 · 办学状态仍需官网复核
PROFILE1420_3,4114013528,山西职业技术学院,山西省,晋中市,榆次校区,山西省晋中市榆次工业园区兴业街6号,profile,本轮读取第三方档案 · 仅定位至城市，县区待核 · 办学状态仍需官网复核
PROFILE1419_0,4122013601,长春工业大学人文信息学院,吉林省,长春市,校本部,吉林省长春净月国家高新技术产业开发区福祉大路1016号,profile,本轮读取第三方档案 · 仅定位至城市，县区待核 · 办学状态仍需官网复核
PROFILE1418_0,4132012703,江苏航运职业技术学院,江苏省,南通市,办学地点（档案未命名）,江苏省南通市经济技术开发区通盛大道185号,profile,本轮读取第三方档案 · 仅定位至城市，县区待核 · 办学状态仍需官网复核
PROFILE1412_0,4132012685,苏州经贸职业技术学院,江苏省,苏州市,办学地点（档案未命名）,江苏省苏州市国际教育园北区学府路287号,profile,本轮读取第三方档案 · 仅定位至城市，县区待核 · 办学状态仍需官网复核
PROFILE1410_1,4141010842,三门峡职业技术学院,河南省,三门峡市,灵凤湖校区,河南省三门峡市高新区学府路3号,profile,本轮读取第三方档案 · 仅定位至城市，县区待核 · 办学状态仍需官网复核
PROFILE1409_1,4122013605,长春建筑学院,吉林省,长春市,高新校区,吉林省长春市长春高新技术产业开发区双德街道阳光社区火炬路1519号,profile,本轮读取第三方档案 · 仅定位至城市，县区待核 · 办学状态仍需官网复核
PROFILE1408_0,4113013411,河北师范大学汇华学院,河北省,石家庄市,办学地点（档案未命名）,河北省石家庄市红旗大街469号,profile,本轮读取第三方档案 · 仅定位至城市，县区待核 · 办学状态仍需官网复核
PROFILE1407_0,4134014192,马鞍山职业技术学院,安徽省,马鞍山市,办学地点（档案未命名）,安徽省马鞍山市霍里山中路328号,profile,本轮读取第三方档案 · 仅定位至城市，县区待核 · 办学状态仍需官网复核
PROFILE1401_0,4113013899,北京中医药大学东方学院,河北省,廊坊市,廊坊校区,河北省廊坊市东方大学城教学南区,profile,本轮读取第三方档案 · 仅定位至城市，县区待核 · 办学状态仍需官网复核
PROFILE1401_1,4113013899,北京中医药大学东方学院,河北省,沧州市,渤海校区,河北省沧州市渤海新区中捷产业园区渤海3号路东段,profile,本轮读取第三方档案 · 仅定位至城市，县区待核 · 办学状态仍需官网复核
PROFILE1394_0,4115012674,内蒙古机电职业技术学院,内蒙古自治区,呼和浩特市,赛罕校区,内蒙古自治区呼和浩特市大学城学府路1号,profile,本轮读取第三方档案 · 仅定位至城市，县区待核 · 办学状态仍需官网复核
PROFILE1392_0,4165013562,新疆建设职业技术学院,新疆维吾尔自治区,乌鲁木齐市,建工校区,乌鲁木齐市西八家户路528号,profile,本轮读取第三方档案 · 仅定位至城市，县区待核 · 办学状态仍需官网复核
PROFILE1392_1,4165013562,新疆建设职业技术学院,新疆维吾尔自治区,乌鲁木齐市,城建校区,乌鲁木齐市杭州西街272号,profile,本轮读取第三方档案 · 仅定位至城市，县区待核 · 办学状态仍需官网复核
PROFILE1392_2,4165013562,新疆建设职业技术学院,新疆维吾尔自治区,乌鲁木齐市,建材校区,乌鲁木齐市河滩北路863号,profile,本轮读取第三方档案 · 仅定位至城市，县区待核 · 办学状态仍需官网复核
PROFILE1388_0,4132012688,苏州卫生职业技术学院,江苏省,苏州市,石湖校区,江苏省苏州市国际教育园北区科华路28号,profile,本轮读取第三方档案 · 仅定位至城市，县区待核 · 办学状态仍需官网复核
PROFILE1383_0,4161012830,陕西交通职业技术学院,陕西省,西安市,文景校区,陕西省西安市文景路19号,profile,本轮读取第三方档案 · 仅定位至城市，县区待核 · 办学状态仍需官网复核
PROFILE1383_1,4161012830,陕西交通职业技术学院,陕西省,西安市,自强校区,陕西省西安市自强西路289号,profile,本轮读取第三方档案 · 仅定位至城市，县区待核 · 办学状态仍需官网复核
PROFILE1374_1,4145010607,广西艺术学院,广西壮族自治区,南宁市,相思湖校区,广西壮族自治区南宁市乡塘区罗文大道8号,profile,本轮读取第三方档案 · 仅定位至城市，县区待核 · 办学状态仍需官网复核
PROFILE1369_0,4137012441,聊城职业技术学院,山东省,聊城市,南校区,山东省聊城市花园北路133号,profile,本轮读取第三方档案 · 仅定位至城市，县区待核 · 办学状态仍需官网复核
PROFILE1356_0,4142014099,湖北第二师范学院,湖北省,武汉市,办学地点（档案未命名）,湖北省武汉市东湖新技术开发区高新二路129号,profile,本轮读取第三方档案 · 仅定位至城市，县区待核 · 办学状态仍需官网复核
PROFILE1343_0,4132016403,西交利物浦大学,江苏省,苏州市,校本部,江苏省苏州市苏州工业园区独墅湖科教创新区仁爱路111号,profile,本轮读取第三方档案 · 仅定位至城市，县区待核 · 办学状态仍需官网复核
PROFILE1336_0,4137012062,日照职业技术大学,山东省,日照市,卧龙山校区,山东省日照市烟台北路16号,profile,本轮读取第三方档案 · 仅定位至城市，县区待核 · 办学状态仍需官网复核
PROFILE1333_1,4165010995,新疆农业职业技术大学,新疆维吾尔自治区,乌鲁木齐市,乌鲁木齐校区,新疆维吾尔自治区乌鲁木齐市喀什东路792号,profile,本轮读取第三方档案 · 仅定位至城市，县区待核 · 办学状态仍需官网复核
PROFILE1330_0,4132013104,江苏食品药品职业技术学院,江苏省,淮安市,办学地点（档案未命名）,江苏省淮安市高教园区枚乘路4号,profile,本轮读取第三方档案 · 仅定位至城市，县区待核 · 办学状态仍需官网复核
PROFILE1279_0,4137014100,山东政法学院,山东省,济南市,校本部,山东省济南市解放东路63号,profile,本轮读取第三方档案 · 仅定位至城市，县区待核 · 办学状态仍需官网复核
PROFILE1277_0,4153013332,昆明医科大学海源学院,云南省,昆明市,杨林校区,云南省昆明市嵩明职教新城文苑路1号,profile,本轮读取第三方档案 · 仅定位至城市，县区待核 · 办学状态仍需官网复核
PROFILE1277_1,4153013332,昆明医科大学海源学院,云南省,昆明市,高新校区,云南省昆明市高新技术产业开发区海源北路389号,profile,本轮读取第三方档案 · 仅定位至城市，县区待核 · 办学状态仍需官网复核
PROFILE1259_1,4145011838,贺州学院,广西壮族自治区,贺州市,东校区,广西壮族自治区贺州市西约街169号,profile,本轮读取第三方档案 · 仅定位至城市，县区待核 · 办学状态仍需官网复核
PROFILE1258_2,4113010798,河北科技师范学院,河北省,秦皇岛市,开发区校区,河北省秦皇岛经济技术开发区秦皇西大街106号,profile,本轮读取第三方档案 · 仅定位至城市，县区待核 · 办学状态仍需官网复核
PROFILE1257_0,4114010122,长治学院,山西省,长治市,北校区,山西省长治市保宁门东街73号,profile,本轮读取第三方档案 · 仅定位至城市，县区待核 · 办学状态仍需官网复核
PROFILE1257_1,4114010122,长治学院,山西省,长治市,南校区,山西省长治市东环路中段96号,profile,本轮读取第三方档案 · 仅定位至城市，县区待核 · 办学状态仍需官网复核
PROFILE1251_0,4145011354,梧州学院,广西壮族自治区,梧州市,办学地点（档案未命名）,广西壮族自治区梧州市富民三路82号,profile,本轮读取第三方档案 · 仅定位至城市，县区待核 · 办学状态仍需官网复核
PROFILE1250_0,4135011312,龙岩学院,福建省,龙岩市,办学地点（档案未命名）,福建省龙岩市东肖北路1号,profile,本轮读取第三方档案 · 仅定位至城市，县区待核 · 办学状态仍需官网复核
PROFILE1245_0,4137010868,青岛滨海学院,山东省,青岛市,小珠山校区,山东省青岛市西海岸新区嘉陵江西路425号,profile,本轮读取第三方档案 · 仅定位至城市，县区待核 · 办学状态仍需官网复核
PROFILE1245_1,4137010868,青岛滨海学院,山东省,青岛市,大珠山校区,山东省青岛市西海岸新区山川路1568号,profile,本轮读取第三方档案 · 仅定位至城市，县区待核 · 办学状态仍需官网复核
PROFILE1238_0,4137010443,济宁医学院,山东省,济宁市,太白湖校区,山东省济宁市太白湖新区荷花路133号,profile,本轮读取第三方档案 · 仅定位至城市，县区待核 · 办学状态仍需官网复核
PROFILE1216_0,4133016301,宁波诺丁汉大学,浙江省,宁波市,办学地点（档案未命名）,浙江省宁波市泰康东路199号,profile,本轮读取第三方档案 · 仅定位至城市，县区待核 · 办学状态仍需官网复核
PROFILE1196_0,4134010369,安徽中医药大学,安徽省,合肥市,少荃湖校区,安徽省合肥市新站区龙子湖路350号,profile,本轮读取第三方档案 · 仅定位至城市，县区待核 · 办学状态仍需官网复核
PROFILE1195_0,4112014021,天津生物工程职业技术学院,天津市,天津市,主校区,天津市开发区西区南大街175号,profile,本轮读取第三方档案 · 仅定位至城市，县区待核 · 办学状态仍需官网复核
PROFILE1191_0,4132012681,无锡科技职业学院,江苏省,无锡市,办学地点（档案未命名）,江苏省无锡市新锡路8号,profile,本轮读取第三方档案 · 仅定位至城市，县区待核 · 办学状态仍需官网复核
PROFILE1189_2,4133011058,宁波工程学院,浙江省,宁波市,前湾校区,浙江省宁波市前湾新区滨海二路769号,profile,本轮读取第三方档案 · 仅定位至城市，县区待核 · 办学状态仍需官网复核
PROFILE1180_0,4134010379,宿州学院,安徽省,宿州市,教育园区校区,安徽省宿州市学府大道1769号,profile,本轮读取第三方档案 · 仅定位至城市，县区待核 · 办学状态仍需官网复核
PROFILE1180_1,4134010379,宿州学院,安徽省,宿州市,汴河路校区,安徽省宿州市汴河中路49号,profile,本轮读取第三方档案 · 仅定位至城市，县区待核 · 办学状态仍需官网复核
PROFILE1177_0,4151011553,成都轻工职业技术大学,四川省,成都市,犀浦校区,四川省成都市犀浦泰山南街186号,profile,本轮读取第三方档案 · 仅定位至城市，县区待核 · 办学状态仍需官网复核
PROFILE1176_0,4142013235,武汉城市学院,湖北省,武汉市,校本部,湖北省武汉市东湖生态旅游风景管理区黄家大湾1号,profile,本轮读取第三方档案 · 仅定位至城市，县区待核 · 办学状态仍需官网复核
PROFILE1172_0,4141011787,濮阳职业技术学院,河南省,濮阳市,办学地点（档案未命名）,河南省濮阳市经济技术开发区黄河西路249号,profile,本轮读取第三方档案 · 仅定位至城市，县区待核 · 办学状态仍需官网复核
PROFILE1170_0,4132014160,宿迁学院,江苏省,宿迁市,办学地点（档案未命名）,江苏省宿迁市黄河南路399号,profile,本轮读取第三方档案 · 仅定位至城市，县区待核 · 办学状态仍需官网复核
PROFILE1166_1,4121013217,辽宁理工学院,辽宁省,锦州市,滨海校区,辽宁省锦州市滨海新区金山大街二段3号,profile,本轮读取第三方档案 · 仅定位至城市，县区待核 · 办学状态仍需官网复核
PROFILE1161_0,4141013500,商丘工学院,河南省,商丘市,长江路校区,河南省商丘市睢阳大道中段236号,profile,本轮读取第三方档案 · 仅定位至城市，县区待核 · 办学状态仍需官网复核
PROFILE1161_1,4141013500,商丘工学院,河南省,商丘市,阳光路校区,河南省商丘市阳光路188号,profile,本轮读取第三方档案 · 仅定位至城市，县区待核 · 办学状态仍需官网复核
PROFILE1156_0,4141010843,郑州铁路职业技术大学,河南省,郑州市,新校区,郑州市郑东新区通惠路298号,profile,本轮读取第三方档案 · 仅定位至城市，县区待核 · 办学状态仍需官网复核
PROFILE1153_0,4115013824,内蒙古交通职业技术学院,内蒙古自治区,赤峰市,办学地点（档案未命名）,内蒙古自治区赤峰市新城王府大街2号,profile,本轮读取第三方档案 · 仅定位至城市，县区待核 · 办学状态仍需官网复核
PROFILE1148_0,4141013507,郑州工商学院,河南省,郑州市,郑州校区,河南省郑州市郑东新区前程大道169号,profile,本轮读取第三方档案 · 仅定位至城市，县区待核 · 办学状态仍需官网复核
PROFILE1145_0,4132012689,东南大学成贤学院,江苏省,南京市,办学地点（档案未命名）,江苏省南京市江北新区东大路6号,profile,本轮读取第三方档案 · 仅定位至城市，县区待核 · 办学状态仍需官网复核
PROFILE1143_0,4132013842,南京理工大学泰州科技学院,江苏省,泰州市,办学地点（档案未命名）,江苏省泰州市梅兰东路8号,profile,本轮读取第三方档案 · 仅定位至城市，县区待核 · 办学状态仍需官网复核
PROFILE1131_0,4151013665,电子科技大学成都学院,四川省,成都市,成都校区,四川省成都市高新西区百叶路1号,profile,本轮读取第三方档案 · 仅定位至城市，县区待核 · 办学状态仍需官网复核
PROFILE1128_0,4161013568,陕西航空职业技术学院,陕西省,汉中市,南郑校区,陕西省汉中市大河坎镇李家营（经济开发南区）,profile,本轮读取第三方档案 · 仅定位至城市，县区待核 · 办学状态仍需官网复核
PROFILE1127_0,4161014028,陕西青年职业学院,陕西省,西安市,含光校区,陕西省西安市含光北路155号,profile,本轮读取第三方档案 · 仅定位至城市，县区待核 · 办学状态仍需官网复核
PROFILE1124_0,4142013236,三峡大学科技学院,湖北省,宜昌市,校本部,湖北省宜昌市大学路18号,profile,本轮读取第三方档案 · 仅定位至城市，县区待核 · 办学状态仍需官网复核
PROFILE1114_1,4141013508,郑州经贸学院,河南省,郑州市,北校区,河南省郑州市中原中路41号,profile,本轮读取第三方档案 · 仅定位至城市，县区待核 · 办学状态仍需官网复核
PROFILE1106_1,4142010956,长江职业学院,湖北省,武汉市,武汉新城校区,湖北省葛店经济开发区电商大道1号,profile,本轮读取第三方档案 · 仅定位至城市，县区待核 · 办学状态仍需官网复核
PROFILE1100_0,4141013782,商丘医学高等专科学校,河南省,商丘市,办学地点（档案未命名）,河南省商丘市城乡一体化示范区迎宾路666号,profile,本轮读取第三方档案 · 仅定位至城市，县区待核 · 办学状态仍需官网复核
PROFILE1099_0,4142013666,武汉华夏理工学院,湖北省,武汉市,办学地点（档案未命名）,湖北省武汉市东湖新技术开发区关山大道589号,profile,本轮读取第三方档案 · 仅定位至城市，县区待核 · 办学状态仍需官网复核
PROFILE1086_0,4151010653,成都体育学院,四川省,成都市,东部新区校区,四川省成都市东部新区环湖北路1942号,profile,本轮读取第三方档案 · 仅定位至城市，县区待核 · 办学状态仍需官网复核
PROFILE1084_2,4151010641,宜宾学院,四川省,宜宾市,临港校区,四川省宜宾市临港经济技术开发区大学城路三段5号,profile,本轮读取第三方档案 · 仅定位至城市，县区待核 · 办学状态仍需官网复核
PROFILE1082_0,4151010639,绵阳师范学院,四川省,绵阳市,高新校区,四川省绵阳市高新区绵兴西路166号,profile,本轮读取第三方档案 · 仅定位至城市，县区待核 · 办学状态仍需官网复核
PROFILE1069_0,4132010958,江苏工程职业技术学院,江苏省,南通市,崇川校区,江苏省南通市青年中路87号,profile,本轮读取第三方档案 · 仅定位至城市，县区待核 · 办学状态仍需官网复核
PROFILE1068_0,4142012983,湖北城市建设职业技术学院,湖北省,武汉市,办学地点（档案未命名）,湖北省武汉市东湖高新技术开发区藏龙大道28号,profile,本轮读取第三方档案 · 仅定位至城市，县区待核 · 办学状态仍需官网复核
PROFILE1067_0,4121011430,辽宁科技学院,辽宁省,本溪市,办学地点（档案未命名）,辽宁省本溪市高新技术产业开发区香槐路176号,profile,本轮读取第三方档案 · 仅定位至城市，县区待核 · 办学状态仍需官网复核
PROFILE1062_0,4123010231,哈尔滨师范大学,黑龙江省,哈尔滨市,松北校区,黑龙江省哈尔滨市利民经济开发区师大路1号,profile,本轮读取第三方档案 · 仅定位至城市，县区待核 · 办学状态仍需官网复核
PROFILE1044_0,4153011393,昆明学院,云南省,昆明市,校本部,云南省昆明市昆明国家经济技术开发区浦新路2号,profile,本轮读取第三方档案 · 仅定位至城市，县区待核 · 办学状态仍需官网复核
PROFILE1031_1,4144011540,广东金融学院,广东省,肇庆市,肇庆校区,广东省肇庆市星湖石牌,profile,本轮读取第三方档案 · 仅定位至城市，县区待核 · 办学状态仍需官网复核
PROFILE1021_1,4135010393,福建中医药大学,福建省,福州市,屏山校区,福建省福州市五四路282号,profile,本轮读取第三方档案 · 仅定位至城市，县区待核 · 办学状态仍需官网复核
PROFILE1017_1,4143013041,长沙南方职业学院,湖南省,长沙市,方舟校区,湖南省长沙市湘江新区金山桥培文路,profile,本轮读取第三方档案 · 仅定位至城市，县区待核 · 办学状态仍需官网复核
PROFILE1015_0,4142012980,随州职业技术学院,湖北省,随州市,办学地点（档案未命名）,湖北省随州市迎宾大道38号,profile,本轮读取第三方档案 · 仅定位至城市，县区待核 · 办学状态仍需官网复核
PROFILE1014_0,4122011439,吉林农业科技学院,吉林省,吉林市,九站校区,吉林省吉林市吉林经济技术开发区翰林路77号,profile,本轮读取第三方档案 · 仅定位至城市，县区待核 · 办学状态仍需官网复核
PROFILE990_1,4144013928,广州华立科技职业学院,广东省,云浮市,云浮校区,广东省云浮市西江新城云祥大道53号,profile,本轮读取第三方档案 · 仅定位至城市，县区待核 · 办学状态仍需官网复核
PROFILE976_1,4144013721,广东工商职业技术大学,广东省,肇庆市,大旺校区,广东省肇庆市大旺高新产业开发区荔园街3号,profile,本轮读取第三方档案 · 仅定位至城市，县区待核 · 办学状态仍需官网复核
PROFILE968_1,4144013810,肇庆医学院,广东省,肇庆市,新区校区,广东省肇庆市肇庆新区丰乐路12号,profile,本轮读取第三方档案 · 仅定位至城市，县区待核 · 办学状态仍需官网复核
PROFILE959_0,4136012934,江西环境工程职业学院,江西省,赣州市,办学地点（档案未命名）,江西省赣州市经开区东江源大道555号,profile,本轮读取第三方档案 · 仅定位至城市，县区待核 · 办学状态仍需官网复核
PROFILE957_2,4136012766,江西工程学院,江西省,新余市,仙女湖校区,江西省新余市仙女湖大道2828号,profile,本轮读取第三方档案 · 仅定位至城市，县区待核 · 办学状态仍需官网复核
PROFILE956_0,4136012944,江西工业工程职业技术学院,江西省,萍乡市,办学地点（档案未命名）,江西省萍乡市经济开发区玉湖东路106号,profile,本轮读取第三方档案 · 仅定位至城市，县区待核 · 办学状态仍需官网复核
PROFILE955_0,4136013427,江西建设职业技术学院,江西省,南昌市,小蓝校区,江西省南昌小蓝经济开发区汇仁大道999号,profile,本轮读取第三方档案 · 仅定位至城市，县区待核 · 办学状态仍需官网复核
PROFILE955_1,4136013427,江西建设职业技术学院,江西省,南昌市,红谷滩校区,江西省南昌市昌北庐山南大道1659号,profile,本轮读取第三方档案 · 仅定位至城市，县区待核 · 办学状态仍需官网复核
PROFILE955_3,4136013427,江西建设职业技术学院,江西省,南昌市,经开校区,江西省南昌市经济技术开发区黄家湖西路1588号,profile,本轮读取第三方档案 · 仅定位至城市，县区待核 · 办学状态仍需官网复核
PROFILE954_0,4136012937,鹰潭职业技术学院,江西省,鹰潭市,校本部,江西省鹰潭市信江新区滨江东路2号,profile,本轮读取第三方档案 · 仅定位至城市，县区待核 · 办学状态仍需官网复核
PROFILE950_1,4136012936,江西艺术职业学院,江西省,南昌市,志敏大道校区,江西省南昌市经济技术开发区方志敏大道1799号,profile,本轮读取第三方档案 · 仅定位至城市，县区待核 · 办学状态仍需官网复核
PROFILE949_2,4136012941,江西财经职业学院,江西省,九江市,八里湖校区,江西省九江市八里湖新区八里湖大道216号,profile,本轮读取第三方档案 · 仅定位至城市，县区待核 · 办学状态仍需官网复核
PROFILE947_0,4136013870,上饶职业技术学院,江西省,上饶市,办学地点（档案未命名）,江西省上饶市旭日北大道358号,profile,本轮读取第三方档案 · 仅定位至城市，县区待核 · 办学状态仍需官网复核
PROFILE946_0,4136013867,江西制造职业技术学院,江西省,南昌市,艾溪湖校区,江西省南昌市紫阳大道318号,profile,本轮读取第三方档案 · 仅定位至城市，县区待核 · 办学状态仍需官网复核
PROFILE943_0,4136012976,江西机电职业技术学院,江西省,南昌市,下罗校区,江西省南昌市昌北经济开发区枫林大道168号,profile,本轮读取第三方档案 · 仅定位至城市，县区待核 · 办学状态仍需官网复核
PROFILE943_2,4136012976,江西机电职业技术学院,江西省,南昌市,赣新校区,江西省赣江新区永修组团湖东新区样式雷大道1号,profile,本轮读取第三方档案 · 仅定位至城市，县区待核 · 办学状态仍需官网复核
PROFILE942_0,4136013869,江西青年职业学院,江西省,南昌市,办学地点（档案未命名）,江西省南昌市经济技术开发区志敏大道1458号,profile,本轮读取第三方档案 · 仅定位至城市，县区待核 · 办学状态仍需官网复核
PROFILE940_0,4136012932,江西旅游商贸职业学院,江西省,南昌市,办学地点（档案未命名）,江西省南昌市经济技术开发区丁香路1号,profile,本轮读取第三方档案 · 仅定位至城市，县区待核 · 办学状态仍需官网复核
