高校代码,学校名称,省级地区,主体城市,办学层次,历史招生批次摘要,民办,985,211,双一流,当前状态,参与当前榜单,地图排序参考,软科最新,软科主榜参考,QS最新,THE最新,ARWU最新,校区记录数,县区证据数,可落最低法定边界,录取事实数,最新录取年份,财务事实数,最新财务年份,学校官网
4133010344,浙江中医药大学,浙江省,杭州市,本科,,否,否,否,否,现役候选,是,2026软科分类标签 中医7,2026软科分类标签 中医7,,,,,3,0,是,0,,0,,https://www.zcmu.edu.cn/
4133010345,浙江师范大学,浙江省,金华市,本科,,否,否,否,否,现役候选,是,2026软科主榜 91,2026软科主榜 91,,,,,4,0,是,0,,0,,https://www.zjnu.edu.cn/
4133010346,杭州师范大学,浙江省,杭州市,本科,,否,否,否,否,现役候选,是,2026软科主榜 116,2026软科主榜 116,,,,,5,0,是,0,,0,,https://www.hznu.edu.cn/
4133010347,湖州师范大学,浙江省,湖州市,本科,,否,否,否,否,现役候选,是,2026软科主榜 234,2026软科主榜 234,,,,,2,0,是,0,,0,,https://www.huznu.edu.cn/
4133010349,绍兴大学,浙江省,绍兴市,本科,,否,否,否,否,现役候选,是,2026软科主榜 264,2026软科主榜 264,,,,,7,0,是,0,,0,,https://www.usx.edu.cn/
4133010350,台州学院,浙江省,台州市,本科,,否,否,否,否,现役候选,是,2026软科主榜 278,2026软科主榜 278,,,,,5,0,是,0,,0,,https://www.tzc.edu.cn/
4133010351,温州大学,浙江省,温州市,本科,,否,否,否,否,现役候选,是,2026软科主榜 129,2026软科主榜 129,,,,,4,0,是,0,,0,,https://www.wzu.edu.cn/
4133010352,丽水学院,浙江省,丽水市,本科,,否,否,否,否,现役候选,是,2026软科主榜 365,2026软科主榜 365,,,,,3,0,是,0,,0,,https://www.lsu.edu.cn/main.htm
4133010353,浙江工商大学,浙江省,杭州市,本科,,否,否,否,否,现役候选,是,2026软科分类标签 财8,2026软科分类标签 财8,,,,,3,0,是,0,,0,,http://www.hzic.edu.cn
4133010354,嘉兴大学,浙江省,嘉兴市,本科,,否,否,否,否,现役候选,是,2026软科主榜 216,2026软科主榜 216,,,,,2,0,是,0,,0,,https://www.zjxu.edu.cn/
4133010355,中国美术学院,浙江省,杭州市,本科,,否,否,否,是,现役候选,是,,,,,,,5,0,是,0,,0,,https://www.caa.edu.cn/
4133010356,中国计量大学,浙江省,杭州市,本科,,否,否,否,否,现役候选,是,2026软科主榜 151,2026软科主榜 151,,,,,3,0,是,0,,0,,https://www.cjlu.edu.cn/
4133010876,浙江万里学院,浙江省,宁波市,本科,,否,否,否,否,现役候选,是,2026软科主榜 312,2026软科主榜 312,,,,,3,0,是,0,,0,,https://www.zwu.edu.cn/
4133011057,浙江科技大学,浙江省,杭州市,本科,,否,否,否,否,现役候选,是,2026软科主榜 232,2026软科主榜 232,,,,,2,0,是,0,,0,,https://www.zust.edu.cn/
4133011058,宁波工程学院,浙江省,宁波市,本科,,否,否,否,否,现役候选,是,2026软科主榜 292,2026软科主榜 292,,,,,4,0,是,0,,0,,https://www.nbut.edu.cn/
4133011481,浙江水利水电学院,浙江省,杭州市,本科,,否,否,否,否,现役候选,是,2026软科主榜 394,2026软科主榜 394,,,,,3,0,是,0,,0,,https://www.zuwe.edu.cn/
4133011482,浙江财经大学,浙江省,杭州市,本科,,否,否,否,否,现役候选,是,2026软科分类标签 财12,2026软科分类标签 财12,,,,,4,0,是,0,,0,,https://www.zufe.edu.cn
4133011483,浙江警察学院,浙江省,杭州市,本科,,否,否,否,否,现役候选,是,2026软科分类标签 政13,2026软科分类标签 政13,,,,,3,0,是,0,,0,,https://www.zjjcxy.cn/
4133011488,衢州学院,浙江省,衢州市,本科,,否,否,否,否,现役候选,是,2026软科主榜 379,2026软科主榜 379,,,,,2,0,是,0,,0,,https://www.qzc.edu.cn/
4133011646,宁波大学,浙江省,宁波市,本科,,否,否,否,是,现役候选,是,2026软科主榜 78,2026软科主榜 78,,,,,5,0,是,0,,0,,https://www.nbu.edu.cn/
4133011647,浙江传媒学院,浙江省,杭州市,本科,,否,否,否,否,现役候选,是,2026软科分类标签 语8,2026软科分类标签 语8,,,,,4,0,是,0,,0,,https://www.cuz.edu.cn/
4133011842,浙江树人学院,浙江省,杭州市,本科,,是,否,否,否,现役候选,是,2026软科主榜 1,2026软科主榜 1,,,,,2,0,是,0,,0,,https://www.zjsru.edu.cn/
4133012792,浙江越秀外国语学院,浙江省,绍兴市,本科,,是,否,否,否,现役候选,是,2026软科分类标签 语2,2026软科分类标签 语2,,,,,2,0,是,0,,0,,https://www.zyufl.edu.cn/
4133013001,宁波财经学院,浙江省,宁波市,本科,,是,否,否,否,现役候选,是,2026软科分类标签 财1,2026软科分类标签 财1,,,,,5,0,是,0,,0,,https://www.nbufe.edu.cn/
4133013021,浙大城市学院,浙江省,杭州市,本科,,否,否,否,否,现役候选,是,2026软科主榜 218,2026软科主榜 218,,,,,1,0,是,0,,0,,https://www.hzcu.edu.cn
4133013022,浙大宁波理工学院,浙江省,宁波市,本科,,否,否,否,否,现役候选,是,2026软科主榜 287,2026软科主榜 287,,,,,1,0,是,0,,0,,https://www.nbt.edu.cn/
4133013023,杭州医学院,浙江省,杭州市,本科,,否,否,否,否,现役候选,是,2026软科分类标签 医45,2026软科分类标签 医45,,,,,5,0,是,0,,0,,https://www.hmc.edu.cn/
4133013029,浙江广厦建设职业技术大学,浙江省,金华市,本科,,是,否,否,否,现役候选,是,,,,,,,2,0,是,0,,0,,https://www.guangshaxy.com/
4133013275,浙江工业大学之江学院,浙江省,杭州市,本科,,是,否,否,否,现役候选,是,,,,,,,1,0,是,0,,0,,https://www.zzjc.edu.cn/
4133013276,浙江师范大学行知学院,浙江省,金华市,本科,,是,否,否,否,现役候选,是,,,,,,,1,0,是,0,,0,,https://www.zjxz.edu.cn/
4133013277,宁波大学科学技术学院,浙江省,宁波市,本科,,是,否,否,否,现役候选,是,,,,,,,2,0,是,0,,0,,https://www.ndky.edu.cn/
4133013279,杭州电子科技大学信息工程学院,浙江省,杭州市,本科,,是,否,否,否,现役候选,是,,,,,,,2,0,是,0,,0,,https://www.hziee.edu.cn
4133013280,浙江理工大学科技与艺术学院,浙江省,杭州市,本科,,是,否,否,否,现役候选,是,,,,,,,1,0,是,0,,0,,https://www.ky.zstu.edu.cn/
4133013283,浙江农林大学暨阳学院,浙江省,绍兴市,本科,,是,否,否,否,现役候选,是,,,,,,,1,0,是,0,,0,,https://www.zjyc.edu.cn/
4133013284,温州医科大学仁济学院,浙江省,温州市,本科,,是,否,否,否,现役候选,是,,,,,,,4,0,是,0,,0,,https://rjxy.wmu.edu.cn/
4133013285,浙江中医药大学滨江学院,浙江省,杭州市,本科,,是,否,否,否,现役候选,是,,,,,,,2,0,是,0,,0,,https://www.zcmu.edu.cn/
4133013286,杭州师范大学钱江学院,浙江省,杭州市,本科,,是,否,否,否,现役候选,是,,,,,,,1,0,是,0,,0,,https://qjxy.hznu.edu.cn/
4133013287,湖州学院,浙江省,湖州市,本科,,否,否,否,否,现役候选,是,2026软科主榜 370,2026软科主榜 370,,,,,1,0,是,0,,0,,https://www.zjhzu.edu.cn/
4133013288,绍兴理工学院,浙江省,绍兴市,本科,,否,否,否,否,现役候选,是,2026软科分类标签 500+,2026软科分类标签 500+,,,,,1,0,是,0,,0,,https://www.zsit.edu.cn
4133013289,温州理工学院,浙江省,温州市,本科,,否,否,否,否,现役候选,是,2026软科主榜 360,2026软科主榜 360,,,,,1,0,是,0,,0,,https://www.wzut.edu.cn/
4133013290,浙江工商大学杭州商学院,浙江省,杭州市,本科,,是,否,否,否,现役候选,是,,,,,,,3,0,是,0,,0,,https://www.zjhzcc.edu.cn/
4133013291,嘉兴南湖学院,浙江省,嘉兴市,本科,,否,否,否,否,现役候选,是,2026软科分类标签 财45,2026软科分类标签 财45,,,,,1,0,是,0,,0,,https://www.jxnhu.edu.cn/
4133013292,中国计量大学现代科技学院,浙江省,杭州市,本科,,是,否,否,否,现役候选,是,,,,,,,2,0,是,0,,0,,https://www.ldxk.edu.cn/
4133013294,浙江财经大学东方学院,浙江省,嘉兴市,本科,,是,否,否,否,现役候选,是,,,,,,,1,0,是,0,,0,,https://www.zufedfc.edu.cn/
4133013637,温州商学院,浙江省,温州市,本科,,是,否,否,否,现役候选,是,2026软科分类标签 财10,2026软科分类标签 财10,,,,,1,0,是,0,,0,,https://www.wzbc.edu.cn/
4133014206,同济大学浙江学院,浙江省,嘉兴市,本科,,是,否,否,否,现役候选,是,,,,,,,1,0,是,0,,0,,
4133014207,上海财经大学浙江学院,浙江省,金华市,本科,,是,否,否,否,现役候选,是,,,,,,,1,0,是,0,,0,,https://www.shufe-zj.edu.cn/
4133014275,浙江外国语学院,浙江省,杭州市,本科,,否,否,否,否,现役候选,是,2026软科分类标签 语13,2026软科分类标签 语13,,,,,1,0,是,0,,0,,https://www.zisu.edu.cn/
4133014535,浙江音乐学院,浙江省,杭州市,本科,,否,否,否,否,现役候选,是,,,,,,,1,0,是,0,,0,,https://www.zjcm.edu.cn/
4133014626,西湖大学,浙江省,杭州市,本科,,是,否,否,否,现役候选,是,,,,,,,2,0,是,0,,0,,https://www.westlake.edu.cn/
4133016207,浙江药科职业大学,浙江省,宁波市,本科,,否,否,否,否,现役候选,是,,,,,,,2,0,是,0,,0,,https://www.zjpc.net.cn/
4133012061,金华职业技术大学,浙江省,金华市,本科,,否,否,否,否,现役候选,是,,,,,,,1,0,是,0,,0,,https://www.jhc.cn/main.htm
4133012861,浙江机电职业技术大学,浙江省,杭州市,本科,,否,否,否,否,现役候选,是,,,,,,,2,0,是,0,,0,,https://www.zime.edu.cn/
4133016301,宁波诺丁汉大学,浙江省,宁波市,本科,,否,否,否,否,现役候选,是,2026软科分类标签 合作2,2026软科分类标签 合作2,,,,,2,0,是,0,,0,,https://www.nottingham.edu.cn/cn/index.aspx
4133016405,温州肯恩大学,浙江省,温州市,本科,,否,否,否,否,现役候选,是,2026软科分类标签 合作8,2026软科分类标签 合作8,,,,,2,0,是,0,,0,,https://wku.edu.cn/
4133010863,宁波职业技术大学,浙江省,宁波市,本科,,否,否,否,否,现役候选,是,,,,,,,3,0,是,0,,0,,https://www.nbpt.edu.cn/main.htm
4133012872,杭州职业技术大学,浙江省,杭州市,本科,,否,否,否,否,现役候选,是,,,,,,,1,0,是,0,,0,,https://www.hzvtc.edu.cn/
4133014943,宁波东方理工大学,浙江省,宁波市,本科,,是,否,否,否,现役候选,是,,,,,,,1,0,是,0,,0,,https://www.eitech.edu.cn/
4133010864,温州职业技术大学,浙江省,温州市,本科,,否,否,否,否,现役候选,是,,,,,,,5,0,是,0,,0,,https://www.wzvtc.cn/index.html
4133012036,浙江交通职业技术学院,浙江省,杭州市,专科,,否,否,否,否,现役候选,是,,,,,,,3,0,是,0,,0,,https://www.zjvtit.edu.cn/
4133012645,宁波城市职业技术学院,浙江省,宁波市,专科,,否,否,否,否,现役候选,是,,,,,,,3,0,是,0,,0,,https://www.nbcc.cn/
4133012646,浙江电力职业技术学院,浙江省,杭州市,专科,,否,否,否,否,现役候选,是,,,,,,,1,0,是,0,,0,,
4133012647,浙江同济科技职业学院,浙江省,杭州市,专科,,否,否,否,否,现役候选,是,,,,,,,3,0,是,0,,0,,https://www.zjtongji.edu.cn/
4133012789,浙江工商职业技术学院,浙江省,宁波市,专科,,否,否,否,否,现役候选,是,,,,,,,3,0,是,0,,0,,https://www.zjbti.net.cn/
4133012790,台州职业技术学院,浙江省,台州市,专科,,否,否,否,否,现役候选,是,,,,,,,3,0,是,0,,0,,https://www.tzvtc.edu.cn/
4133012791,浙江工贸职业技术学院,浙江省,温州市,专科,,否,否,否,否,现役候选,是,,,,,,,2,0,是,0,,0,,https://www.zjitc.net/
4133012862,浙江建设职业技术学院,浙江省,杭州市,专科,,否,否,否,否,现役候选,是,,,,,,,3,0,是,0,,0,,https://www.zjjs.edu.cn/
4133012863,浙江艺术职业学院,浙江省,杭州市,专科,,否,否,否,否,现役候选,是,,,,,,,3,0,是,0,,0,,https://www.zjvaa.edu.cn/
4133012864,浙江经贸职业技术学院,浙江省,杭州市,专科,,否,否,否,否,现役候选,是,,,,,,,3,0,是,0,,0,,https://www.zjiet.edu.cn/
4133012865,浙江商业职业技术学院,浙江省,杭州市,专科,,否,否,否,否,现役候选,是,,,,,,,2,0,是,0,,0,,https://www.zjbc.edu.cn/
4133012866,浙江经济职业技术学院,浙江省,杭州市,专科,,否,否,否,否,现役候选,是,,,,,,,1,0,是,0,,0,,https://www.zjtie.edu.cn/
4133012867,浙江旅游职业学院,浙江省,杭州市,专科,,否,否,否,否,现役候选,是,,,,,,,6,0,是,0,,0,,https://www.tourzj.edu.cn/
4133012868,浙江育英职业技术学院,浙江省,杭州市,专科,,是,否,否,否,现役候选,是,,,,,,,1,0,是,0,,0,,https://www.zjyyc.com/
4133012869,浙江警官职业学院,浙江省,杭州市,专科,,否,否,否,否,现役候选,是,,,,,,,1,0,是,0,,0,,https://www.zjjy.com.cn/
4133012870,浙江金融职业学院,浙江省,杭州市,专科,,否,否,否,否,现役候选,是,,,,,,,3,0,是,0,,0,,https://www.zfc.edu.cn/
4133012871,浙江工业职业技术学院,浙江省,绍兴市,专科,,否,否,否,否,现役候选,是,,,,,,,6,0,是,0,,0,,https://www.zjipc.com/
4133012874,嘉兴职业技术学院,浙江省,嘉兴市,专科,,否,否,否,否,现役候选,是,,,,,,,3,0,是,0,,0,,https://www.jxvtc.edu.cn/
4133012875,湖州职业技术学院,浙江省,湖州市,专科,,否,否,否,否,现役候选,是,,,,,,,2,0,是,0,,0,,https://www.huvtc.edu.cn/
4133012876,绍兴职业技术学院,浙江省,绍兴市,专科,,是,否,否,否,现役候选,是,,,,,,,1,0,是,0,,0,,https://www.sxvtc.com/
4133012877,衢州职业技术学院,浙江省,衢州市,专科,,否,否,否,否,现役候选,是,,,,,,,1,0,是,0,,0,,https://www.qzct.net/
4133012878,丽水职业技术学院,浙江省,丽水市,专科,,否,否,否,否,现役候选,是,,,,,,,3,0,是,0,,0,,https://www.lszjy.com/
4133013002,浙江东方职业技术学院,浙江省,温州市,专科,,是,否,否,否,现役候选,是,,,,,,,5,0,是,0,,0,,https://www.zjdfp.edu.cn/
4133013003,义乌工商职业技术学院,浙江省,金华市,专科,,否,否,否,否,现役候选,是,,,,,,,1,0,是,0,,0,,https://www.ywicc.edu.cn/
4133013025,浙江纺织服装职业技术学院,浙江省,宁波市,专科,,否,否,否,否,现役候选,是,,,,,,,1,0,是,0,,0,,https://www.zjff.edu.cn/
4133013026,杭州科技职业技术学院,浙江省,杭州市,专科,,否,否,否,否,现役候选,是,,,,,,,5,0,是,0,,0,,https://www.hzpt.edu.cn/
4133013027,浙江长征职业技术学院,浙江省,杭州市,专科,,是,否,否,否,现役候选,是,,,,,,,2,0,是,0,,0,,https://www.zjczxy.cn/
4133013028,嘉兴南洋职业技术学院,浙江省,嘉兴市,专科,,是,否,否,否,现役候选,是,,,,,,,1,0,是,0,,0,,https://www.jxnyi.edu.cn/?wm=3049_0016
4133013030,杭州万向职业技术学院,浙江省,杭州市,专科,,是,否,否,否,现役候选,是,,,,,,,2,0,是,0,,0,,https://www.wxpoly.cn/
4133013688,浙江邮电职业技术学院,浙江省,绍兴市,专科,,否,否,否,否,现役候选,是,,,,,,,3,0,是,0,,0,,https://www.zptc.edu.cn/
4133013742,宁波卫生职业技术学院,浙江省,宁波市,专科,,否,否,否,否,现役候选,是,,,,,,,2,0,是,0,,0,,https://www.nchs.edu.cn/
4133013746,台州科技职业学院,浙江省,台州市,专科,,否,否,否,否,现役候选,是,,,,,,,1,0,是,0,,0,,https://www.tzvcst.edu.cn/
4133013853,浙江国际海运职业技术学院,浙江省,舟山市,专科,,否,否,否,否,现役候选,是,,,,,,,3,0,是,0,,0,,https://www.zimc.cn/
4133013854,浙江体育职业技术学院,浙江省,杭州市,专科,,否,否,否,否,现役候选,是,,,,,,,5,0,是,0,,0,,https://www.zjcs.net.cn/
4133014088,温州科技职业学院,浙江省,温州市,专科,,否,否,否,否,现役候选,是,,,,,,,2,0,是,0,,0,,https://www.wzvcst.cn/
4133014089,浙江汽车职业技术学院,浙江省,台州市,专科,,是,否,否,否,现役候选,是,,,,,,,2,0,是,0,,0,,http://www.geely.edu.cn/
4133014090,浙江横店影视职业学院,浙江省,金华市,专科,,是,否,否,否,现役候选,是,,,,,,,1,0,是,0,,0,,http://www.hcft.edu.cn/#/
4133014269,浙江农业商贸职业学院,浙江省,绍兴市,专科,,否,否,否,否,现役候选,是,,,,,,,2,0,是,0,,0,,https://www.zjabc.edu.cn/
4133014431,浙江特殊教育职业学院,浙江省,杭州市,专科,,否,否,否,否,现役候选,是,,,,,,,2,0,是,0,,0,,https://www.zcse.edu.cn/
4133014492,浙江安防职业技术学院,浙江省,温州市,专科,,否,否,否,否,现役候选,是,,,,,,,2,0,是,0,,0,,https://www.zjcst.edu.cn/
4133014703,浙江宇翔职业技术学院,浙江省,湖州市,专科,,是,否,否,否,现役候选,是,,,,,,,1,0,是,0,,0,,https://www.zjyxxy.com.cn/
4133014746,浙江金华科贸职业技术学院,浙江省,金华市,专科,,是,否,否,否,现役候选,是,,,,,,,1,0,是,0,,0,,https://www.zjjhkm.edu.cn/km_main/
4133016408,浙江舟山群岛新区旅游与健康职业学院,浙江省,舟山市,专科,,否,否,否,否,现役候选,是,,,,,,,1,0,是,0,,0,,https://www.zsthc.com/
4233050559,宁波幼儿师范高等专科学校,浙江省,宁波市,专科,,否,否,否,否,现役候选,是,,,,,,,2,0,是,0,,0,,https://www.ncec.edu.cn/
4133014916,湖州健康职业学院,浙江省,湖州市,专科,,是,否,否,否,现役候选,是,,,,,,,1,0,是,0,,0,,https://www.hzhvc.com/
4134010357,安徽大学,安徽省,合肥市,本科,,否,否,是,是,现役候选,是,2026软科主榜 101,2026软科主榜 101,,,,,3,0,是,0,,0,,https://www.ahu.edu.cn/
4134010358,中国科学技术大学,安徽省,合肥市,本科,,否,是,是,是,现役候选,是,2026软科主榜 7,2026软科主榜 7,,2027 =134,2026 51,,5,0,是,0,,0,,https://www.ustc.edu.cn/
4134010359,合肥工业大学,安徽省,合肥市,本科,,否,否,是,是,现役候选,是,2026软科主榜 80,2026软科主榜 80,,,,,5,0,是,0,,0,,https://www.hfut.edu.cn/
4134010360,安徽工业大学,安徽省,马鞍山市,本科,,否,否,否,否,现役候选,是,2026软科主榜 193,2026软科主榜 193,,,,,4,0,是,0,,0,,https://www.ahut.edu.cn/
4134010361,安徽理工大学,安徽省,淮南市,本科,,否,否,否,否,现役候选,是,2026软科主榜 180,2026软科主榜 180,,,,,3,0,是,0,,0,,https://www.aust.edu.cn/
4134010363,安徽工程大学,安徽省,芜湖市,本科,,否,否,否,否,现役候选,是,2026软科主榜 274,2026软科主榜 274,,,,,3,0,是,0,,0,,https://www.ahpu.edu.cn/
4134010364,安徽农业大学,安徽省,合肥市,本科,,否,否,否,否,现役候选,是,2026软科主榜 143,2026软科主榜 143,,,,,1,0,是,0,,0,,https://www.ahau.edu.cn
4134010366,安徽医科大学,安徽省,合肥市,本科,,否,否,否,否,现役候选,是,2026软科分类标签 医14,2026软科分类标签 医14,,,,,4,0,是,0,,0,,https://www.ahmu.edu.cn/
4134010367,蚌埠医科大学,安徽省,蚌埠市,本科,,否,否,否,否,现役候选,是,2026软科分类标签 医35,2026软科分类标签 医35,,,,,2,0,是,0,,0,,https://www.bbmc.edu.cn/
4134010368,皖南医科大学,安徽省,芜湖市,本科,,否,否,否,否,现役候选,是,2026软科分类标签 医41,2026软科分类标签 医41,,,,,2,0,是,0,,0,,https://www.wnmc.edu.cn/
4134010369,安徽中医药大学,安徽省,合肥市,本科,,否,否,否,否,现役候选,是,2026软科分类标签 中医17,2026软科分类标签 中医17,,,,,5,0,是,0,,0,,https://www.ahtcm.edu.cn/
4134010370,安徽师范大学,安徽省,芜湖市,本科,,否,否,否,否,现役候选,是,2026软科主榜 145,2026软科主榜 145,,,,,4,0,是,0,,0,,https://www.ahnu.edu.cn/
4134010371,阜阳师范大学,安徽省,阜阳市,本科,,否,否,否,否,现役候选,是,2026软科主榜 384,2026软科主榜 384,,,,,2,0,是,0,,0,,https://www.fynu.edu.cn/
4134010372,安庆师范大学,安徽省,安庆市,本科,,否,否,否,否,现役候选,是,2026软科主榜 340,2026软科主榜 340,,,,,4,0,是,0,,0,,https://www.aqnu.edu.cn/
4134010373,淮北师范大学,安徽省,淮北市,本科,,否,否,否,否,现役候选,是,2026软科主榜 330,2026软科主榜 330,,,,,3,0,是,0,,0,,https://www.chnu.edu.cn
4134010375,黄山学院,安徽省,黄山市,本科,,否,否,否,否,现役候选,是,2026软科主榜 481,2026软科主榜 481,,,,,3,0,是,0,,0,,https://www.hsu.edu.cn
4134010376,皖西学院,安徽省,六安市,本科,,否,否,否,否,现役候选,是,2026软科主榜 417,2026软科主榜 417,,,,,2,0,是,0,,0,,https://www.wxc.edu.cn
4134010377,滁州学院,安徽省,滁州市,本科,,否,否,否,否,现役候选,是,2026软科主榜 435,2026软科主榜 435,,,,,3,0,是,0,,0,,https://www.chzu.edu.cn/
4134010378,安徽财经大学,安徽省,蚌埠市,本科,,否,否,否,否,现役候选,是,2026软科分类标签 财17,2026软科分类标签 财17,,,,,2,0,是,0,,0,,https://www.aufe.edu.cn
4134010379,宿州学院,安徽省,宿州市,本科,,否,否,否,否,现役候选,是,2026软科主榜 490,2026软科主榜 490,,,,,4,0,是,0,,0,,https://www.ahszu.edu.cn/
4134010380,巢湖学院,安徽省,合肥市,本科,,否,否,否,否,现役候选,是,2026软科主榜 479,2026软科主榜 479,,,,,2,0,是,0,,0,,https://www.chu.edu.cn
4134010381,淮南师范学院,安徽省,淮南市,本科,,否,否,否,否,现役候选,是,2026软科主榜 496,2026软科主榜 496,,,,,3,0,是,0,,0,,https://www.hnnu.edu.cn/
4134010383,铜陵学院,安徽省,铜陵市,本科,,否,否,否,否,现役候选,是,2026软科分类标签 财46+,2026软科分类标签 财46+,,,,,3,0,是,0,,0,,https://www.tlu.edu.cn/
4134010878,安徽建筑大学,安徽省,合肥市,本科,,否,否,否,否,现役候选,是,2026软科主榜 283,2026软科主榜 283,,,,,4,0,是,0,,0,,https://www.ahjzu.edu.cn
4134010879,安徽科技工程大学,安徽省,滁州市,本科,,否,否,否,否,现役候选,是,2026软科主榜 361,2026软科主榜 361,,,,,4,0,是,0,,0,,http://www.ahstu.edu.cn/
4134010959,安徽三联学院,安徽省,合肥市,本科,,是,否,否,否,现役候选,是,2026软科分类标签 100+,2026软科分类标签 100+,,,,,3,0,是,0,,0,,https://www.slu.edu.cn/
4134011059,合肥大学,安徽省,合肥市,本科,,否,否,否,否,现役候选,是,2026软科主榜 316,2026软科主榜 316,,,,,1,0,是,0,,0,,https://www.hfuu.edu.cn
4134011305,蚌埠学院,安徽省,蚌埠市,本科,,否,否,否,否,现役候选,是,2026软科分类标签 500+,2026软科分类标签 500+,,,,,1,0,是,0,,0,,https://www.bbc.edu.cn/
4134011306,池州学院,安徽省,池州市,本科,,否,否,否,否,现役候选,是,2026软科分类标签 500+,2026软科分类标签 500+,,,,,2,0,是,0,,0,,https://www.czu.edu.cn/
4134012216,安徽新华学院,安徽省,合肥市,本科,,是,否,否,否,现役候选,是,2026软科主榜 24,2026软科主榜 24,,,,,2,0,是,0,,0,,https://www.axhu.edu.cn/
4134012810,安徽文达信息工程学院,安徽省,合肥市,本科,,是,否,否,否,现役候选,是,2026软科主榜 99,2026软科主榜 99,,,,,2,0,是,0,,0,,https://www.wenda.edu.cn/index.html
4134012926,亳州学院,安徽省,亳州市,本科,,否,否,否,否,现役候选,是,2026软科分类标签 500+,2026软科分类标签 500+,,,,,3,0,是,0,,0,,https://www.bzuu.edu.cn/
4134013065,安徽外国语学院,安徽省,合肥市,本科,,是,否,否,否,现役候选,是,2026软科分类标签 语5+,2026软科分类标签 语5+,,,,,2,0,是,0,,0,,http://www.aisu.edu.cn/
4134013611,蚌埠工商学院,安徽省,蚌埠市,本科,,是,否,否,否,现役候选,是,2026软科分类标签 财27+,2026软科分类标签 财27+,,,,,1,0,是,0,,0,,https://www.bctb.edu.cn/
4134013612,合肥理工学院,安徽省,合肥市,本科,,否,否,否,否,现役候选,是,2026软科分类标签 500+,2026软科分类标签 500+,,,,,1,0,是,0,,0,,https://www.hfit.edu.cn/
4134013613,安徽信息工程学院,安徽省,芜湖市,本科,,是,否,否,否,现役候选,是,2026软科分类标签 100+,2026软科分类标签 100+,,,,,3,0,是,0,,0,,https://www.aiit.edu.cn/
4134013614,马鞍山学院,安徽省,马鞍山市,本科,,是,否,否,否,现役候选,是,2026软科分类标签 100+,2026软科分类标签 100+,,,,,1,0,是,0,,0,,https://www.masu.edu.cn/
4134013615,合肥城市学院,安徽省,合肥市,本科,,是,否,否,否,现役候选,是,2026软科分类标签 100+,2026软科分类标签 100+,,,,,2,0,是,0,,0,,https://www.cuhf.edu.cn/
4134013616,合肥经济学院,安徽省,合肥市,本科,,是,否,否,否,现役候选,是,2026软科分类标签 财27+,2026软科分类标签 财27+,,,,,4,0,是,0,,0,,https://www.hfue.edu.cn/
4134013617,芜湖学院,安徽省,芜湖市,本科,,是,否,否,否,现役候选,是,2026软科分类标签 100+,2026软科分类标签 100+,,,,,1,0,是,0,,0,,https://www.uwh.edu.cn/
4134013618,安徽医科大学临床医学院,安徽省,合肥市,本科,,是,否,否,否,现役候选,是,,,,,,,1,0,是,0,,0,,https://www.aycc.edu.cn/
4134013619,阜阳理工学院,安徽省,阜阳市,本科,,是,否,否,否,现役候选,是,2026软科分类标签 100+,2026软科分类标签 100+,,,,,1,0,是,0,,0,,https://fyut.edu.cn/
4134013620,淮北理工学院,安徽省,淮北市,本科,,是,否,否,否,现役候选,是,2026软科分类标签 100+,2026软科分类标签 100+,,,,,1,0,是,0,,0,,https://www.hblgxy.edu.cn/
4134014098,合肥师范学院,安徽省,合肥市,本科,,否,否,否,否,现役候选,是,2026软科主榜 414,2026软科主榜 414,,,,,5,0,是,0,,0,,https://www.hfnu.edu.cn/
4134014203,皖江工学院,安徽省,马鞍山市,本科,,是,否,否,否,现役候选,是,2026软科分类标签 100+,2026软科分类标签 100+,,,,,4,0,是,0,,0,,https://www.wjut.edu.cn/
4134014682,安徽艺术学院,安徽省,合肥市,本科,,否,否,否,否,现役候选,是,,,,,,,3,0,是,0,,0,,https://www.ahua.edu.cn/
4134014840,安徽公安学院,安徽省,合肥市,本科,,否,否,否,否,现役候选,是,,,,,,,1,0,是,0,,0,,https://www.ahpc.edu.cn/
4134010869,安徽职业技术大学,安徽省,合肥市,本科,,否,否,否,否,现役候选,是,,,,,,,1,0,是,0,,0,,https://www.uta.edu.cn/
4134011061,芜湖职业技术大学,安徽省,芜湖市,本科,,否,否,否,否,现役候选,是,,,,,,,4,0,是,0,,0,,https://www.whit.edu.cn/
4134012925,安徽第二医学院,安徽省,合肥市,本科,,否,否,否,否,现役候选,是,,,,,,,3,0,是,0,,0,,https://www.ahyz.edu.cn/
4134012072,安徽应用技术职业大学,安徽省,芜湖市,本科,,否,否,否,否,现役候选,是,,,,,,,2,0,是,0,,0,,https://www.ahcme.edu.cn/
4134010963,淮北职业技术学院,安徽省,淮北市,专科,,否,否,否,否,现役候选,是,,,,,,,3,0,是,0,,0,,https://www.hbtc.edu.cn/
4134011308,淮南联合大学,安徽省,淮南市,专科,,否,否,否,否,现役候选,是,,,,,,,4,0,是,0,,0,,https://www.hnuu.edu.cn/
4134012073,安徽水利水电职业技术学院,安徽省,合肥市,专科,,否,否,否,否,现役候选,是,,,,,,,2,0,是,0,,0,,https://www.ahsdxy.edu.cn/
