id,uid,universityName,rankingId,agency,rankingName,edition,rank,rankDisplay,rankLower,rankUpper,rankMidpoint,referenceRank,referenceRankOrRank,nationalRank,score,category,scope,sourceUrl,publishedAt,retrievedAt,verified,notes,displayLabel
RANK_SR_BCUR_2026_4111010003,4111010003,清华大学,shanghairanking-bcur,ShanghaiRanking,软科中国大学排名,2026,1,1,,,1.0,1,1,,1087.1,主榜,China-mainland,https://www.shanghairanking.cn/rankings/bcur/202610,,2026-09-13,True,软科官方公开 API；rankDisplay 保留榜单显示名次，referenceRank 使用官方 rankOverall/主榜参考位次；分类榜名次不冒充全国主榜名次。,2026软科 1
RANK_SR_BCUR_2026_4111010001,4111010001,北京大学,shanghairanking-bcur,ShanghaiRanking,软科中国大学排名,2026,2,2,,,2.0,2,2,,1036.3,主榜,China-mainland,https://www.shanghairanking.cn/rankings/bcur/202610,,2026-09-13,True,软科官方公开 API；rankDisplay 保留榜单显示名次，referenceRank 使用官方 rankOverall/主榜参考位次；分类榜名次不冒充全国主榜名次。,2026软科 2
RANK_SR_BCUR_2026_4133010335,4133010335,浙江大学,shanghairanking-bcur,ShanghaiRanking,软科中国大学排名,2026,3,3,,,3.0,3,3,,895.6,主榜,China-mainland,https://www.shanghairanking.cn/rankings/bcur/202610,,2026-09-13,True,软科官方公开 API；rankDisplay 保留榜单显示名次，referenceRank 使用官方 rankOverall/主榜参考位次；分类榜名次不冒充全国主榜名次。,2026软科 3
RANK_SR_BCUR_2026_4131010248,4131010248,上海交通大学,shanghairanking-bcur,ShanghaiRanking,软科中国大学排名,2026,4,4,,,4.0,4,4,,894.2,主榜,China-mainland,https://www.shanghairanking.cn/rankings/bcur/202610,,2026-09-13,True,软科官方公开 API；rankDisplay 保留榜单显示名次，referenceRank 使用官方 rankOverall/主榜参考位次；分类榜名次不冒充全国主榜名次。,2026软科 4
RANK_SR_BCUR_2026_4131010246,4131010246,复旦大学,shanghairanking-bcur,ShanghaiRanking,软科中国大学排名,2026,5,5,,,5.0,5,5,,792.4,主榜,China-mainland,https://www.shanghairanking.cn/rankings/bcur/202610,,2026-09-13,True,软科官方公开 API；rankDisplay 保留榜单显示名次，referenceRank 使用官方 rankOverall/主榜参考位次；分类榜名次不冒充全国主榜名次。,2026软科 5
RANK_SR_BCUR_2026_4132010284,4132010284,南京大学,shanghairanking-bcur,ShanghaiRanking,软科中国大学排名,2026,6,6,,,6.0,6,6,,708.5,主榜,China-mainland,https://www.shanghairanking.cn/rankings/bcur/202610,,2026-09-13,True,软科官方公开 API；rankDisplay 保留榜单显示名次，referenceRank 使用官方 rankOverall/主榜参考位次；分类榜名次不冒充全国主榜名次。,2026软科 6
RANK_SR_BCUR_2026_4134010358,4134010358,中国科学技术大学,shanghairanking-bcur,ShanghaiRanking,软科中国大学排名,2026,7,7,,,7.0,7,7,,653.1,主榜,China-mainland,https://www.shanghairanking.cn/rankings/bcur/202610,,2026-09-13,True,软科官方公开 API；rankDisplay 保留榜单显示名次，referenceRank 使用官方 rankOverall/主榜参考位次；分类榜名次不冒充全国主榜名次。,2026软科 7
RANK_SR_BCUR_2026_4142010486,4142010486,武汉大学,shanghairanking-bcur,ShanghaiRanking,软科中国大学排名,2026,8,8,,,8.0,8,8,,638.7,主榜,China-mainland,https://www.shanghairanking.cn/rankings/bcur/202610,,2026-09-13,True,软科官方公开 API；rankDisplay 保留榜单显示名次，referenceRank 使用官方 rankOverall/主榜参考位次；分类榜名次不冒充全国主榜名次。,2026软科 8
RANK_SR_BCUR_2026_4142010487,4142010487,华中科技大学,shanghairanking-bcur,ShanghaiRanking,软科中国大学排名,2026,9,9,,,9.0,9,9,,638,主榜,China-mainland,https://www.shanghairanking.cn/rankings/bcur/202610,,2026-09-13,True,软科官方公开 API；rankDisplay 保留榜单显示名次，referenceRank 使用官方 rankOverall/主榜参考位次；分类榜名次不冒充全国主榜名次。,2026软科 9
RANK_SR_BCUR_2026_4161010698,4161010698,西安交通大学,shanghairanking-bcur,ShanghaiRanking,软科中国大学排名,2026,10,10,,,10.0,10,10,,620.8,主榜,China-mainland,https://www.shanghairanking.cn/rankings/bcur/202610,,2026-09-13,True,软科官方公开 API；rankDisplay 保留榜单显示名次，referenceRank 使用官方 rankOverall/主榜参考位次；分类榜名次不冒充全国主榜名次。,2026软科 10
RANK_SR_BCUR_2026_4111010006,4111010006,北京航空航天大学,shanghairanking-bcur,ShanghaiRanking,软科中国大学排名,2026,11,11,,,11.0,11,11,,612.8,主榜,China-mainland,https://www.shanghairanking.cn/rankings/bcur/202610,,2026-09-13,True,软科官方公开 API；rankDisplay 保留榜单显示名次，referenceRank 使用官方 rankOverall/主榜参考位次；分类榜名次不冒充全国主榜名次。,2026软科 11
RANK_SR_BCUR_2026_4123010213,4123010213,哈尔滨工业大学,shanghairanking-bcur,ShanghaiRanking,软科中国大学排名,2026,12,12,,,12.0,12,12,,607.7,主榜,China-mainland,https://www.shanghairanking.cn/rankings/bcur/202610,,2026-09-13,True,软科官方公开 API；rankDisplay 保留榜单显示名次，referenceRank 使用官方 rankOverall/主榜参考位次；分类榜名次不冒充全国主榜名次。,2026软科 12
RANK_SR_BCUR_2026_4144010558,4144010558,中山大学,shanghairanking-bcur,ShanghaiRanking,软科中国大学排名,2026,13,13,,,13.0,13,13,,597.6,主榜,China-mainland,https://www.shanghairanking.cn/rankings/bcur/202610,,2026-09-13,True,软科官方公开 API；rankDisplay 保留榜单显示名次，referenceRank 使用官方 rankOverall/主榜参考位次；分类榜名次不冒充全国主榜名次。,2026软科 13
RANK_SR_BCUR_2026_4111010023,4111010023,北京协和医学院,shanghairanking-bcur,ShanghaiRanking,软科中国大学排名,2026,1,医1,,,1.0,14,14,,,医药,China-mainland,https://www.shanghairanking.cn/rankings/bcur/202610,,2026-09-13,True,软科官方公开 API；rankDisplay 保留榜单显示名次，referenceRank 使用官方 rankOverall/主榜参考位次；分类榜名次不冒充全国主榜名次。,2026软科医药 医1 · 主榜参考 14
RANK_SR_BCUR_2026_4111010007,4111010007,北京理工大学,shanghairanking-bcur,ShanghaiRanking,软科中国大学排名,2026,14,14,,,14.0,14,14,,595.4,主榜,China-mainland,https://www.shanghairanking.cn/rankings/bcur/202610,,2026-09-13,True,软科官方公开 API；rankDisplay 保留榜单显示名次，referenceRank 使用官方 rankOverall/主榜参考位次；分类榜名次不冒充全国主榜名次。,2026软科 14
RANK_SR_BCUR_2026_4132010286,4132010286,东南大学,shanghairanking-bcur,ShanghaiRanking,软科中国大学排名,2026,15,15,,,15.0,15,15,,592.3,主榜,China-mainland,https://www.shanghairanking.cn/rankings/bcur/202610,,2026-09-13,True,软科官方公开 API；rankDisplay 保留榜单显示名次，referenceRank 使用官方 rankOverall/主榜参考位次；分类榜名次不冒充全国主榜名次。,2026软科 15
RANK_SR_BCUR_2026_4151010610,4151010610,四川大学,shanghairanking-bcur,ShanghaiRanking,软科中国大学排名,2026,16,16,,,16.0,16,16,,581.3,主榜,China-mainland,https://www.shanghairanking.cn/rankings/bcur/202610,,2026-09-13,True,软科官方公开 API；rankDisplay 保留榜单显示名次，referenceRank 使用官方 rankOverall/主榜参考位次；分类榜名次不冒充全国主榜名次。,2026软科 16
RANK_SR_BCUR_2026_4111010002,4111010002,中国人民大学,shanghairanking-bcur,ShanghaiRanking,软科中国大学排名,2026,17,17,,,17.0,17,17,,558.1,主榜,China-mainland,https://www.shanghairanking.cn/rankings/bcur/202610,,2026-09-13,True,软科官方公开 API；rankDisplay 保留榜单显示名次，referenceRank 使用官方 rankOverall/主榜参考位次；分类榜名次不冒充全国主榜名次。,2026软科 17
RANK_SR_BCUR_2026_4131010247,4131010247,同济大学,shanghairanking-bcur,ShanghaiRanking,软科中国大学排名,2026,18,18,,,18.0,18,18,,556.6,主榜,China-mainland,https://www.shanghairanking.cn/rankings/bcur/202610,,2026-09-13,True,软科官方公开 API；rankDisplay 保留榜单显示名次，referenceRank 使用官方 rankOverall/主榜参考位次；分类榜名次不冒充全国主榜名次。,2026软科 18
RANK_SR_BCUR_2026_4111010027,4111010027,北京师范大学,shanghairanking-bcur,ShanghaiRanking,软科中国大学排名,2026,19,19,,,19.0,19,19,,553.2,主榜,China-mainland,https://www.shanghairanking.cn/rankings/bcur/202610,,2026-09-13,True,软科官方公开 API；rankDisplay 保留榜单显示名次，referenceRank 使用官方 rankOverall/主榜参考位次；分类榜名次不冒充全国主榜名次。,2026软科 19
RANK_SR_BCUR_2026_4112010056,4112010056,天津大学,shanghairanking-bcur,ShanghaiRanking,软科中国大学排名,2026,20,20,,,20.0,20,20,,544.2,主榜,China-mainland,https://www.shanghairanking.cn/rankings/bcur/202610,,2026-09-13,True,软科官方公开 API；rankDisplay 保留榜单显示名次，referenceRank 使用官方 rankOverall/主榜参考位次；分类榜名次不冒充全国主榜名次。,2026软科 20
RANK_SR_BCUR_2026_4112010055,4112010055,南开大学,shanghairanking-bcur,ShanghaiRanking,软科中国大学排名,2026,21,21,,,21.0,21,21,,528.8,主榜,China-mainland,https://www.shanghairanking.cn/rankings/bcur/202610,,2026-09-13,True,软科官方公开 API；rankDisplay 保留榜单显示名次，referenceRank 使用官方 rankOverall/主榜参考位次；分类榜名次不冒充全国主榜名次。,2026软科 21
RANK_SR_BCUR_2026_4137010422,4137010422,山东大学,shanghairanking-bcur,ShanghaiRanking,软科中国大学排名,2026,22,22,,,22.0,22,22,,527.1,主榜,China-mainland,https://www.shanghairanking.cn/rankings/bcur/202610,,2026-09-13,True,软科官方公开 API；rankDisplay 保留榜单显示名次，referenceRank 使用官方 rankOverall/主榜参考位次；分类榜名次不冒充全国主榜名次。,2026软科 22
RANK_SR_BCUR_2026_4161010699,4161010699,西北工业大学,shanghairanking-bcur,ShanghaiRanking,软科中国大学排名,2026,23,23,,,23.0,23,23,,519.2,主榜,China-mainland,https://www.shanghairanking.cn/rankings/bcur/202610,,2026-09-13,True,软科官方公开 API；rankDisplay 保留榜单显示名次，referenceRank 使用官方 rankOverall/主榜参考位次；分类榜名次不冒充全国主榜名次。,2026软科 23
RANK_SR_BCUR_2026_4111010019,4111010019,中国农业大学,shanghairanking-bcur,ShanghaiRanking,软科中国大学排名,2026,24,24,,,24.0,24,24,,519.1,主榜,China-mainland,https://www.shanghairanking.cn/rankings/bcur/202610,,2026-09-13,True,软科官方公开 API；rankDisplay 保留榜单显示名次，referenceRank 使用官方 rankOverall/主榜参考位次；分类榜名次不冒充全国主榜名次。,2026软科 24
RANK_SR_BCUR_2026_4135010384,4135010384,厦门大学,shanghairanking-bcur,ShanghaiRanking,软科中国大学排名,2026,25,25,,,25.0,25,25,,512.5,主榜,China-mainland,https://www.shanghairanking.cn/rankings/bcur/202610,,2026-09-13,True,软科官方公开 API；rankDisplay 保留榜单显示名次，referenceRank 使用官方 rankOverall/主榜参考位次；分类榜名次不冒充全国主榜名次。,2026软科 25
RANK_SR_BCUR_2026_4122010183,4122010183,吉林大学,shanghairanking-bcur,ShanghaiRanking,软科中国大学排名,2026,26,26,,,26.0,26,26,,498.2,主榜,China-mainland,https://www.shanghairanking.cn/rankings/bcur/202610,,2026-09-13,True,软科官方公开 API；rankDisplay 保留榜单显示名次，referenceRank 使用官方 rankOverall/主榜参考位次；分类榜名次不冒充全国主榜名次。,2026软科 26
RANK_SR_BCUR_2026_4143010533,4143010533,中南大学,shanghairanking-bcur,ShanghaiRanking,软科中国大学排名,2026,27,27,,,27.0,27,27,,497,主榜,China-mainland,https://www.shanghairanking.cn/rankings/bcur/202610,,2026-09-13,True,软科官方公开 API；rankDisplay 保留榜单显示名次，referenceRank 使用官方 rankOverall/主榜参考位次；分类榜名次不冒充全国主榜名次。,2026软科 27
RANK_SR_BCUR_2026_4121010141,4121010141,大连理工大学,shanghairanking-bcur,ShanghaiRanking,软科中国大学排名,2026,28,28,,,28.0,28,28,,495.4,主榜,China-mainland,https://www.shanghairanking.cn/rankings/bcur/202610,,2026-09-13,True,软科官方公开 API；rankDisplay 保留榜单显示名次，referenceRank 使用官方 rankOverall/主榜参考位次；分类榜名次不冒充全国主榜名次。,2026软科 28
RANK_SR_BCUR_2026_4131010269,4131010269,华东师范大学,shanghairanking-bcur,ShanghaiRanking,软科中国大学排名,2026,29,29,,,29.0,29,29,,469.1,主榜,China-mainland,https://www.shanghairanking.cn/rankings/bcur/202610,,2026-09-13,True,软科官方公开 API；rankDisplay 保留榜单显示名次，referenceRank 使用官方 rankOverall/主榜参考位次；分类榜名次不冒充全国主榜名次。,2026软科 29
RANK_SR_BCUR_2026_4144014325,4144014325,南方科技大学,shanghairanking-bcur,ShanghaiRanking,软科中国大学排名,2026,30,30,,,30.0,30,30,,466.9,主榜,China-mainland,https://www.shanghairanking.cn/rankings/bcur/202610,,2026-09-13,True,软科官方公开 API；rankDisplay 保留榜单显示名次，referenceRank 使用官方 rankOverall/主榜参考位次；分类榜名次不冒充全国主榜名次。,2026软科 30
RANK_SR_BCUR_2026_4143010532,4143010532,湖南大学,shanghairanking-bcur,ShanghaiRanking,软科中国大学排名,2026,31,31,,,31.0,31,31,,464.1,主榜,China-mainland,https://www.shanghairanking.cn/rankings/bcur/202610,,2026-09-13,True,软科官方公开 API；rankDisplay 保留榜单显示名次，referenceRank 使用官方 rankOverall/主榜参考位次；分类榜名次不冒充全国主榜名次。,2026软科 31
RANK_SR_BCUR_2026_4144010561,4144010561,华南理工大学,shanghairanking-bcur,ShanghaiRanking,软科中国大学排名,2026,32,32,,,32.0,32,32,,456.4,主榜,China-mainland,https://www.shanghairanking.cn/rankings/bcur/202610,,2026-09-13,True,软科官方公开 API；rankDisplay 保留榜单显示名次，referenceRank 使用官方 rankOverall/主榜参考位次；分类榜名次不冒充全国主榜名次。,2026软科 32
RANK_SR_BCUR_2026_4151010614,4151010614,电子科技大学,shanghairanking-bcur,ShanghaiRanking,软科中国大学排名,2026,33,33,,,33.0,33,33,,453.6,主榜,China-mainland,https://www.shanghairanking.cn/rankings/bcur/202610,,2026-09-13,True,软科官方公开 API；rankDisplay 保留榜单显示名次，referenceRank 使用官方 rankOverall/主榜参考位次；分类榜名次不冒充全国主榜名次。,2026软科 33
RANK_SR_BCUR_2026_4150010611,4150010611,重庆大学,shanghairanking-bcur,ShanghaiRanking,软科中国大学排名,2026,34,34,,,34.0,34,34,,436,主榜,China-mainland,https://www.shanghairanking.cn/rankings/bcur/202610,,2026-09-13,True,软科官方公开 API；rankDisplay 保留榜单显示名次，referenceRank 使用官方 rankOverall/主榜参考位次；分类榜名次不冒充全国主榜名次。,2026软科 34
RANK_SR_BCUR_2026_4131010272,4131010272,上海财经大学,shanghairanking-bcur,ShanghaiRanking,软科中国大学排名,2026,1,财1,,,1.0,35,35,,,财经,China-mainland,https://www.shanghairanking.cn/rankings/bcur/202610,,2026-09-13,True,软科官方公开 API；rankDisplay 保留榜单显示名次，referenceRank 使用官方 rankOverall/主榜参考位次；分类榜名次不冒充全国主榜名次。,2026软科财经 财1 · 主榜参考 35
RANK_SR_BCUR_2026_4111010008,4111010008,北京科技大学,shanghairanking-bcur,ShanghaiRanking,软科中国大学排名,2026,35,35,,,35.0,35,35,,429.3,主榜,China-mainland,https://www.shanghairanking.cn/rankings/bcur/202610,,2026-09-13,True,软科官方公开 API；rankDisplay 保留榜单显示名次，referenceRank 使用官方 rankOverall/主榜参考位次；分类榜名次不冒充全国主榜名次。,2026软科 35
RANK_SR_BCUR_2026_4132010288,4132010288,南京理工大学,shanghairanking-bcur,ShanghaiRanking,软科中国大学排名,2026,36,36,,,36.0,36,36,,419.3,主榜,China-mainland,https://www.shanghairanking.cn/rankings/bcur/202610,,2026-09-13,True,软科官方公开 API；rankDisplay 保留榜单显示名次，referenceRank 使用官方 rankOverall/主榜参考位次；分类榜名次不冒充全国主榜名次。,2026软科 36
RANK_SR_BCUR_2026_4132010287,4132010287,南京航空航天大学,shanghairanking-bcur,ShanghaiRanking,软科中国大学排名,2026,37,37,,,37.0,37,37,,417.4,主榜,China-mainland,https://www.shanghairanking.cn/rankings/bcur/202610,,2026-09-13,True,软科官方公开 API；rankDisplay 保留榜单显示名次，referenceRank 使用官方 rankOverall/主榜参考位次；分类榜名次不冒充全国主榜名次。,2026软科 37
RANK_SR_BCUR_2026_4111010025,4111010025,首都医科大学,shanghairanking-bcur,ShanghaiRanking,软科中国大学排名,2026,2,医2,,,2.0,37,37,,,医药,China-mainland,https://www.shanghairanking.cn/rankings/bcur/202610,,2026-09-13,True,软科官方公开 API；rankDisplay 保留榜单显示名次，referenceRank 使用官方 rankOverall/主榜参考位次；分类榜名次不冒充全国主榜名次。,2026软科医药 医2 · 主榜参考 37
RANK_SR_BCUR_2026_4121010145,4121010145,东北大学,shanghairanking-bcur,ShanghaiRanking,软科中国大学排名,2026,38,38,,,38.0,38,38,,398.7,主榜,China-mainland,https://www.shanghairanking.cn/rankings/bcur/202610,,2026-09-13,True,软科官方公开 API；rankDisplay 保留榜单显示名次，referenceRank 使用官方 rankOverall/主榜参考位次；分类榜名次不冒充全国主榜名次。,2026软科 38
RANK_SR_BCUR_2026_4161010701,4161010701,西安电子科技大学,shanghairanking-bcur,ShanghaiRanking,软科中国大学排名,2026,39,39,,,39.0,39,39,,391.5,主榜,China-mainland,https://www.shanghairanking.cn/rankings/bcur/202610,,2026-09-13,True,软科官方公开 API；rankDisplay 保留榜单显示名次，referenceRank 使用官方 rankOverall/主榜参考位次；分类榜名次不冒充全国主榜名次。,2026软科 39
RANK_SR_BCUR_2026_4144016407,4144016407,香港中文大学（深圳）,shanghairanking-bcur,ShanghaiRanking,软科中国大学排名,2026,1,合作1,,,1.0,39,39,,,综合,China-mainland,https://www.shanghairanking.cn/rankings/bcur/202610,,2026-09-13,True,软科官方公开 API；rankDisplay 保留榜单显示名次，referenceRank 使用官方 rankOverall/主榜参考位次；分类榜名次不冒充全国主榜名次。,2026软科 合作1
RANK_SR_BCUR_2026_4162010730,4162010730,兰州大学,shanghairanking-bcur,ShanghaiRanking,软科中国大学排名,2026,40,40,,,40.0,40,40,,388.4,主榜,China-mainland,https://www.shanghairanking.cn/rankings/bcur/202610,,2026-09-13,True,软科官方公开 API；rankDisplay 保留榜单显示名次，referenceRank 使用官方 rankOverall/主榜参考位次；分类榜名次不冒充全国主榜名次。,2026软科 40
RANK_SR_BCUR_2026_4111010004,4111010004,北京交通大学,shanghairanking-bcur,ShanghaiRanking,软科中国大学排名,2026,41,41,,,41.0,41,41,,381.1,主榜,China-mainland,https://www.shanghairanking.cn/rankings/bcur/202610,,2026-09-13,True,软科官方公开 API；rankDisplay 保留榜单显示名次，referenceRank 使用官方 rankOverall/主榜参考位次；分类榜名次不冒充全国主榜名次。,2026软科 41
RANK_SR_BCUR_2026_4111010034,4111010034,中央财经大学,shanghairanking-bcur,ShanghaiRanking,软科中国大学排名,2026,2,财2,,,2.0,42,42,,,财经,China-mainland,https://www.shanghairanking.cn/rankings/bcur/202610,,2026-09-13,True,软科官方公开 API；rankDisplay 保留榜单显示名次，referenceRank 使用官方 rankOverall/主榜参考位次；分类榜名次不冒充全国主榜名次。,2026软科财经 财2 · 主榜参考 42
RANK_SR_BCUR_2026_4131010251,4131010251,华东理工大学,shanghairanking-bcur,ShanghaiRanking,软科中国大学排名,2026,42,42,,,42.0,42,42,,380.4,主榜,China-mainland,https://www.shanghairanking.cn/rankings/bcur/202610,,2026-09-13,True,软科官方公开 API；rankDisplay 保留榜单显示名次，referenceRank 使用官方 rankOverall/主榜参考位次；分类榜名次不冒充全国主榜名次。,2026软科 42
RANK_SR_BCUR_2026_4144012121,4144012121,南方医科大学,shanghairanking-bcur,ShanghaiRanking,软科中国大学排名,2026,3,医3,,,3.0,42,42,,,医药,China-mainland,https://www.shanghairanking.cn/rankings/bcur/202610,,2026-09-13,True,软科官方公开 API；rankDisplay 保留榜单显示名次，referenceRank 使用官方 rankOverall/主榜参考位次；分类榜名次不冒充全国主榜名次。,2026软科医药 医3 · 主榜参考 42
RANK_SR_BCUR_2026_4123010217,4123010217,哈尔滨工程大学,shanghairanking-bcur,ShanghaiRanking,软科中国大学排名,2026,43,43,,,43.0,43,43,,380.1,主榜,China-mainland,https://www.shanghairanking.cn/rankings/bcur/202610,,2026-09-13,True,软科官方公开 API；rankDisplay 保留榜单显示名次，referenceRank 使用官方 rankOverall/主榜参考位次；分类榜名次不冒充全国主榜名次。,2026软科 43
RANK_SR_BCUR_2026_4141010459,4141010459,郑州大学,shanghairanking-bcur,ShanghaiRanking,软科中国大学排名,2026,44,44,,,44.0,44,44,,380,主榜,China-mainland,https://www.shanghairanking.cn/rankings/bcur/202610,,2026-09-13,True,软科官方公开 API；rankDisplay 保留榜单显示名次，referenceRank 使用官方 rankOverall/主榜参考位次；分类榜名次不冒充全国主榜名次。,2026软科 44
RANK_SR_BCUR_2026_4142010504,4142010504,华中农业大学,shanghairanking-bcur,ShanghaiRanking,软科中国大学排名,2026,45,45,,,45.0,45,45,,375.6,主榜,China-mainland,https://www.shanghairanking.cn/rankings/bcur/202610,,2026-09-13,True,软科官方公开 API；rankDisplay 保留榜单显示名次，referenceRank 使用官方 rankOverall/主榜参考位次；分类榜名次不冒充全国主榜名次。,2026软科 45
RANK_SR_BCUR_2026_4132010312,4132010312,南京医科大学,shanghairanking-bcur,ShanghaiRanking,软科中国大学排名,2026,4,医4,,,4.0,45,45,,,医药,China-mainland,https://www.shanghairanking.cn/rankings/bcur/202610,,2026-09-13,True,软科官方公开 API；rankDisplay 保留榜单显示名次，referenceRank 使用官方 rankOverall/主榜参考位次；分类榜名次不冒充全国主榜名次。,2026软科医药 医4 · 主榜参考 45
RANK_SR_BCUR_2026_4132010285,4132010285,苏州大学,shanghairanking-bcur,ShanghaiRanking,软科中国大学排名,2026,46,46,,,46.0,46,46,,374.4,主榜,China-mainland,https://www.shanghairanking.cn/rankings/bcur/202610,,2026-09-13,True,软科官方公开 API；rankDisplay 保留榜单显示名次，referenceRank 使用官方 rankOverall/主榜参考位次；分类榜名次不冒充全国主榜名次。,2026软科 46
RANK_SR_BCUR_2026_4131014423,4131014423,上海科技大学,shanghairanking-bcur,ShanghaiRanking,软科中国大学排名,2026,47,47,,,47.0,47,47,,373.4,主榜,China-mainland,https://www.shanghairanking.cn/rankings/bcur/202610,,2026-09-13,True,软科官方公开 API；rankDisplay 保留榜单显示名次，referenceRank 使用官方 rankOverall/主榜参考位次；分类榜名次不冒充全国主榜名次。,2026软科 47
RANK_SR_BCUR_2026_4122010200,4122010200,东北师范大学,shanghairanking-bcur,ShanghaiRanking,软科中国大学排名,2026,48,48,,,48.0,48,48,,372.4,主榜,China-mainland,https://www.shanghairanking.cn/rankings/bcur/202610,,2026-09-13,True,软科官方公开 API；rankDisplay 保留榜单显示名次，referenceRank 使用官方 rankOverall/主榜参考位次；分类榜名次不冒充全国主榜名次。,2026软科 48
RANK_SR_BCUR_2026_4151010613,4151010613,西南交通大学,shanghairanking-bcur,ShanghaiRanking,软科中国大学排名,2026,49,49,,,49.0,49,49,,366.3,主榜,China-mainland,https://www.shanghairanking.cn/rankings/bcur/202610,,2026-09-13,True,软科官方公开 API；rankDisplay 保留榜单显示名次，referenceRank 使用官方 rankOverall/主榜参考位次；分类榜名次不冒充全国主榜名次。,2026软科 49
RANK_SR_BCUR_2026_4111010013,4111010013,北京邮电大学,shanghairanking-bcur,ShanghaiRanking,软科中国大学排名,2026,50,50,,,50.0,50,50,,360.3,主榜,China-mainland,https://www.shanghairanking.cn/rankings/bcur/202610,,2026-09-13,True,软科官方公开 API；rankDisplay 保留榜单显示名次，referenceRank 使用官方 rankOverall/主榜参考位次；分类榜名次不冒充全国主榜名次。,2026软科 50
RANK_SR_BCUR_2026_4137010423,4137010423,中国海洋大学,shanghairanking-bcur,ShanghaiRanking,软科中国大学排名,2026,51,51,,,51.0,51,51,,359.2,主榜,China-mainland,https://www.shanghairanking.cn/rankings/bcur/202610,,2026-09-13,True,软科官方公开 API；rankDisplay 保留榜单显示名次，referenceRank 使用官方 rankOverall/主榜参考位次；分类榜名次不冒充全国主榜名次。,2026软科 51
RANK_SR_BCUR_2026_4132010295,4132010295,江南大学,shanghairanking-bcur,ShanghaiRanking,软科中国大学排名,2026,52,52,,,52.0,52,52,,355.8,主榜,China-mainland,https://www.shanghairanking.cn/rankings/bcur/202610,,2026-09-13,True,软科官方公开 API；rankDisplay 保留榜单显示名次，referenceRank 使用官方 rankOverall/主榜参考位次；分类榜名次不冒充全国主榜名次。,2026软科 52
RANK_SR_BCUR_2026_4142010511,4142010511,华中师范大学,shanghairanking-bcur,ShanghaiRanking,软科中国大学排名,2026,53,53,,,53.0,53,53,,355.1,主榜,China-mainland,https://www.shanghairanking.cn/rankings/bcur/202610,,2026-09-13,True,软科官方公开 API；rankDisplay 保留榜单显示名次，referenceRank 使用官方 rankOverall/主榜参考位次；分类榜名次不冒充全国主榜名次。,2026软科 53
RANK_SR_BCUR_2026_4142010497,4142010497,武汉理工大学,shanghairanking-bcur,ShanghaiRanking,软科中国大学排名,2026,54,54,,,54.0,54,54,,351.9,主榜,China-mainland,https://www.shanghairanking.cn/rankings/bcur/202610,,2026-09-13,True,软科官方公开 API；rankDisplay 保留榜单显示名次，referenceRank 使用官方 rankOverall/主榜参考位次；分类榜名次不冒充全国主榜名次。,2026软科 54
RANK_SR_BCUR_2026_4132010307,4132010307,南京农业大学,shanghairanking-bcur,ShanghaiRanking,软科中国大学排名,2026,55,55,,,55.0,55,55,,350.9,主榜,China-mainland,https://www.shanghairanking.cn/rankings/bcur/202610,,2026-09-13,True,软科官方公开 API；rankDisplay 保留榜单显示名次，referenceRank 使用官方 rankOverall/主榜参考位次；分类榜名次不冒充全国主榜名次。,2026软科 55
RANK_SR_BCUR_2026_4142010491,4142010491,中国地质大学（武汉）,shanghairanking-bcur,ShanghaiRanking,软科中国大学排名,2026,56,56,,,56.0,56,56,,350.8,主榜,China-mainland,https://www.shanghairanking.cn/rankings/bcur/202610,,2026-09-13,True,软科官方公开 API；rankDisplay 保留榜单显示名次，referenceRank 使用官方 rankOverall/主榜参考位次；分类榜名次不冒充全国主榜名次。,2026软科 56
RANK_SR_BCUR_2026_4111010053,4111010053,中国政法大学,shanghairanking-bcur,ShanghaiRanking,软科中国大学排名,2026,1,政1,,,1.0,56,56,,,政法,China-mainland,https://www.shanghairanking.cn/rankings/bcur/202610,,2026-09-13,True,软科官方公开 API；rankDisplay 保留榜单显示名次，referenceRank 使用官方 rankOverall/主榜参考位次；分类榜名次不冒充全国主榜名次。,2026软科政法 政1 · 主榜参考 56
RANK_SR_BCUR_2026_4142010520,4142010520,中南财经政法大学,shanghairanking-bcur,ShanghaiRanking,软科中国大学排名,2026,4,财4,,,4.0,57,57,,,财经,China-mainland,https://www.shanghairanking.cn/rankings/bcur/202610,,2026-09-13,True,软科官方公开 API；rankDisplay 保留榜单显示名次，referenceRank 使用官方 rankOverall/主榜参考位次；分类榜名次不冒充全国主榜名次。,2026软科财经 财4 · 主榜参考 57
RANK_SR_BCUR_2026_4111010010,4111010010,北京化工大学,shanghairanking-bcur,ShanghaiRanking,软科中国大学排名,2026,57,57,,,57.0,57,57,,345,主榜,China-mainland,https://www.shanghairanking.cn/rankings/bcur/202610,,2026-09-13,True,软科官方公开 API；rankDisplay 保留榜单显示名次，referenceRank 使用官方 rankOverall/主榜参考位次；分类榜名次不冒充全国主榜名次。,2026软科 57
RANK_SR_BCUR_2026_4111010036,4111010036,对外经济贸易大学,shanghairanking-bcur,ShanghaiRanking,软科中国大学排名,2026,3,财3,,,3.0,57,57,,,财经,China-mainland,https://www.shanghairanking.cn/rankings/bcur/202610,,2026-09-13,True,软科官方公开 API；rankDisplay 保留榜单显示名次，referenceRank 使用官方 rankOverall/主榜参考位次；分类榜名次不冒充全国主榜名次。,2026软科财经 财3 · 主榜参考 57
